"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0155046296296296,0.985763888888889,0
"2.5%",0.0106481481481481,0.975659722222222,0
"50%",0.0157407407407407,0.986111111111111,0
"97.5%",0.0208564814814815,0.994444444444444,0
