"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0154953703703704,0.694694444444445,0
"2.5%",0.0106481481481481,0.671493055555556,0
"50%",0.0152777777777778,0.696527777777778,0
"97.5%",0.0212962962962963,0.720833333333333,0
