"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0209351851851852,0.990361111111111,0
"2.5%",0.0157407407407407,0.983333333333333,0
"50%",0.0212962962962963,0.990277777777778,0
"97.5%",0.0266319444444444,0.9965625,0
