,HER2_cellmem25,Vim_nucadj2,CD20_perinuc5,CD3_perinuc5,CD31_perinuc5,CD4_perinuc5,CD44_perinuc5,CD45_perinuc5,CD68_perinuc5,CD8_perinuc5,PD1_perinuc5,PDPN_perinuc5,aSMA_perinuc5,CK14_cytoplasm,CK17_cytoplasm,CK19_cytoplasm,CK5_cytoplasm,CK7_cytoplasm,Ecad_cytoplasm,ER_nuclei,Ki67_nuclei,LamAC_nuclei,PCNA_nuclei,pHH3_nuclei,batch
JE-TMA-41_scene01_cell2038,-1.367988,0.089625075,0.08798006,0.1293511,0.5674984,1.6859436,-0.03499789,0.15742682,-0.009082304,0.2015403,-0.346337,-0.3295387,-0.47378814,-0.4982894,-0.19164105,-0.7622739,-0.28943384,-0.46630734,-0.25971782,-0.33219117,-0.36756113,-0.3727785,-0.51470196,-0.3723709,JE-TMA-41
JE-TMA-41_scene01_cell1897,-1.381989,1.4050993,0.011259319,0.14585175,13.015855,1.0529441,-0.16694103,0.0069690174,-0.26120248,0.105246626,0.1345826,-0.115941636,0.3486672,-0.4693149,-0.18850741,-0.7612902,-0.27739146,-0.46636808,-0.26633763,-0.31338906,-0.3642288,0.08930407,-0.4269923,-0.36567813,JE-TMA-41
JE-TMA-41_scene01_cell828,-1.4002215,-0.30365494,2.149839,-0.0033432038,-0.17385569,-0.088137515,-0.32714936,0.14257894,-0.35473502,0.115002,0.15863843,-0.253893,-0.48087874,-0.4990945,-0.19186223,-0.7615464,-0.26774234,-0.4691282,-0.2569532,-0.36414906,0.3808193,-0.38751116,-0.017233124,-0.3863256,JE-TMA-41
JE-TMA-41_scene01_cell2480,-1.3239257,0.40528512,-0.117146984,1.6841538,0.28262883,8.384959,-0.07672046,0.2748538,-0.263758,0.12563838,-0.02759092,0.013682789,-0.37460142,-0.4700133,-0.18378326,-0.7607626,-0.27398783,-0.46445027,-0.26893964,-0.30188057,-0.37605077,-0.38418958,-0.5226195,-0.33151737,JE-TMA-41
JE-TMA-41_scene01_cell589,-1.3008027,-0.00025652265,1.1680809,-0.05733744,0.31345206,0.059070457,-0.13669033,0.15619068,-0.051517684,0.09894421,-0.2007647,-0.18241015,-0.47961864,-0.50007343,-0.19113237,-0.75075287,-0.27671242,-0.46698582,-0.24268599,-0.39705813,-0.37879783,-0.37665653,-0.4521419,-0.32630628,JE-TMA-41
JE-TMA-41_scene01_cell815,-1.3018916,0.037679985,1.1679195,-0.090685405,0.28680474,-0.1714036,-0.034797978,0.24140142,-0.18460675,0.27289227,-0.31096163,0.06285993,-0.47155604,-0.49894103,-0.1899688,-0.74426526,-0.26570612,-0.46484256,-0.24403642,-0.3698361,-0.37885055,-0.3554489,-0.47917774,-0.35984093,JE-TMA-41
JE-TMA-41_scene01_cell2533,-1.3550999,1.9551276,-0.11998284,1.3493581,0.82348543,4.9406505,0.08109771,0.27153274,0.79458004,1.8327605,0.35335284,1.7650634,0.36536026,-0.38917655,-0.09833225,-0.7596832,-0.27922162,-0.44925597,-0.2589491,-0.2652308,-0.110501945,-0.16062996,-0.29202163,0.28450653,JE-TMA-41
JE-TMA-41_scene01_cell2360,-1.346235,0.76833963,0.004492642,1.2436204,0.5136949,5.9691234,-0.022223962,0.393676,-0.2038588,1.1171448,-0.47790837,-0.12938192,-0.35648412,-0.4866158,-0.19138895,-0.75970906,-0.2936955,-0.46209544,-0.2684856,-0.30793813,-0.37370026,-0.349337,-0.50021535,-0.35753134,JE-TMA-41
JE-TMA-41_scene01_cell2849,-1.6236538,-0.027312621,-0.16931151,0.383368,-0.12701416,3.4057863,-0.23083757,0.042928558,-0.41423947,-0.72377,-0.35369968,-0.33612147,-0.48099595,-0.5763501,-0.19186223,-0.7623642,-0.2979869,-0.47739565,-0.27200207,-0.42129216,-0.38484782,-0.37337887,-0.5662206,-0.44517508,JE-TMA-41
JE-TMA-41_scene01_cell2872,-1.4100935,-0.047268555,0.35691598,-0.074487664,0.015424635,0.09211063,-0.23798949,0.14064209,-0.38196808,-0.058870297,-0.20182402,-0.08038213,-0.47998798,-0.527316,-0.19179524,-0.74681616,-0.29704934,-0.46614867,-0.27264857,-0.41052333,-0.37006137,-0.3930543,-0.5627637,-0.4289958,JE-TMA-41
