"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0130509259259259,0.980472222222222,0
"2.5%",0.0090162037037037,0.972222222222222,0
"50%",0.012962962962963,0.980555555555556,0
"97.5%",0.0175925925925926,0.989618055555556,0
