"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0282638888888889,0.971972222222222,0
"2.5%",0.0231481481481481,0.959722222222222,0
"50%",0.0282407407407407,0.972222222222222,0
"97.5%",0.0358912037037037,0.983333333333333,0
