"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0463796296296296,0.630902777777778,0
"2.5%",0.0390856481481481,0.602048611111111,0
"50%",0.0462962962962963,0.631944444444444,0
"97.5%",0.0551388888888889,0.657673611111111,0
