"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0870864197530864,0.477351851851852,0
"2.5%",0.0746296296296296,0.437916666666667,0
"50%",0.087037037037037,0.476851851851852,0
"97.5%",0.0981481481481482,0.519583333333333,0
