"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00601234567901235,0.911203703703704,0
"2.5%",0.00276234567901235,0.887916666666667,0
"50%",0.00617283950617284,0.912037037037037,0
"97.5%",0.00925925925925926,0.932453703703704,0
