"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.067820987654321,0.541740740740741,0
"2.5%",0.0579938271604938,0.498055555555556,0
"50%",0.0675925925925926,0.542592592592593,0
"97.5%",0.0774845679012346,0.587037037037037,0
