"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0751574074074074,0.663513888888889,0
"2.5%",0.0652777777777778,0.636111111111111,0
"50%",0.075,0.665277777777778,0
"97.5%",0.0861111111111111,0.691666666666667,0
