,CD20_Ring,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CD8_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,HER2_Ring,Ki67_Nuclei,LamAC_Nuclei,PCNA_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell03360,-304.284,942.63434,520.8012,460.36136,769.52765,523.4274,-277.06903,-1684.0114,-348.95807,-1747.6416,-966.26794,-1656.3704,-327.55203,29.651752,-988.5785,-176.07144,83.71339,-150.81734,-597.0759,-240.10806,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02007,-202.82965,398.56375,-686.2966,-387.11264,-123.86385,-35.899357,-261.33478,-1599.7369,-327.90967,-1707.8124,-1156.2341,-1255.5731,-216.19655,-390.27002,-561.9418,-312.61356,-106.713005,-439.75394,-499.41055,-112.13827,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04801,-30.635077,-354.4371,-353.94,-37.749725,-83.53072,-24.381533,-131.95006,-1390.0496,-249.76788,-1416.1335,-604.9618,-583.04675,-519.7561,-261.99936,1082.3694,-249.36185,47.084354,-53.430016,-91.94899,-168.3038,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02189,132.3725,-137.17978,-88.04851,80.082306,-168.05153,-229.68756,-291.8497,-1724.8156,-332.03046,-1753.0902,-1048.6676,-1573.8219,-315.02982,1723.8647,-1298.6742,-17.846092,-41.640255,-381.70395,-230.80861,-70.12716,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01507,1522.3666,551.4881,-55.502857,686.09546,1331.6475,1567.5951,-92.52427,-1673.8071,-257.04285,-1623.6447,-408.02994,-1305.6093,-340.24954,5048.785,-1208.3384,742.31726,305.63538,77.05241,59.65843,693.4034,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07521,1106.0253,-576.3266,-373.46466,109.226105,1206.8619,861.95746,-71.321754,-1262.5568,-237.12256,-1384.1204,8959.881,929.5602,402.99338,-375.87003,144.98782,442.75302,-96.51916,-152.50923,35.342022,349.16483,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02691,866.90424,4642.8975,881.5053,195.9888,589.4234,635.9367,-148.33836,-1704.2102,-282.65363,-1715.5819,-892.43054,-1660.371,-587.72656,-352.101,-985.9092,-19.258446,-52.774776,-75.81576,-108.257095,94.663,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07964,-480.65973,7313.4067,-327.9433,-300.56918,-112.588585,-201.44598,-224.01335,-1685.1539,-253.64758,-1765.8612,-889.7826,-1557.7677,-960.6714,-369.01642,-980.32764,267.21054,-34.739864,-176.48091,-187.89076,328.59048,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07704,-18.00495,189.06107,262.33807,956.42847,266.6777,-15.934511,-247.57317,-1700.9319,-313.3454,-1770.6195,-1210.5055,-1588.3314,-503.43106,-407.9214,-1214.191,-541.1808,-143.50684,-335.15366,-328.97037,-208.51883,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02679,902.0771,-398.514,-507.4666,402.59964,983.6811,924.94965,-128.14354,-1744.5398,-308.98297,-1738.506,-665.1686,-1558.8961,1903.7739,-389.8133,-469.36203,52.508522,-97.98278,-288.8951,-301.85367,279.4236,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05798,304.90155,96.55839,-285.5932,-75.552216,444.89456,131.94745,-175.10228,-1690.2352,-227.65753,-1731.884,-1096.8472,-1496.8693,-541.88074,-377.06824,-905.6764,-419.61758,44.762943,-92.53109,86.18663,-144.58871,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07101,260.96332,-937.1009,-306.33722,-458.55173,47.619118,-51.946598,-102.49369,-596.7235,-202.11346,-276.5478,6280.182,1515.9757,-421.36282,-401.14618,-1134.2494,-155.64993,-52.11279,-397.55753,-331.24173,-46.474697,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07802,-2160.7996,-710.25214,-462.69354,-834.4635,-255.3589,-1041.7891,-393.42984,-1648.1351,-297.31885,-1694.8374,-1251.3148,-1472.1229,-1203.7273,-419.01575,183.25613,-581.0654,-264.90527,188.35796,-677.5708,-380.91342,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04363,91.29803,-177.79343,-360.71368,-395.19406,-56.74282,0.04925336,-118.35563,-520.9724,-199.1239,-550.0749,7400.3794,2208.6306,-88.03639,-379.66528,-748.74524,-313.42947,23.571295,-406.19766,-185.8965,-65.386925,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04240,-595.7994,-923.0632,-592.84625,-309.02292,-119.14242,-167.69073,-145.28532,63.342674,-164.03912,1232.0918,-589.0226,-181.49205,-947.75684,-362.64175,-788.33813,-401.31876,5.671514,-391.2363,-105.30934,-193.77597,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00265,-1534.0641,-907.4218,-692.17084,-788.01135,-244.07957,-900.2966,-337.04395,-1425.4003,-302.5971,-1676.3181,-1273.9144,-707.4348,106.568344,-399.04483,1252.0769,-778.50867,-107.11645,-547.1329,-768.41296,-496.08725,BM-Her2N75-15
BM-Her2N75-15_scene017_cell08059,-896.08575,3948.9067,-512.40485,-379.05136,409.40152,-177.38702,-328.0702,-1688.1938,-316.06403,-1792.5931,-1401.545,-1562.6278,-602.31494,-430.7435,-633.62317,-797.51746,-133.41248,232.50468,-266.73758,-413.52292,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00925,-14.167303,-1003.7971,-469.90436,-405.09738,16.338907,-68.57318,-138.85332,-1016.9219,-226.3758,-1465.6035,8626.981,1790.3981,-267.69827,366.4196,150.47318,156.81284,21.430304,-379.217,-421.10013,-21.568203,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04540,-280.05255,263.70657,-511.74664,-504.27524,-93.71383,-306.5429,-279.3562,-1687.6726,-261.69458,-1755.1592,-1037.697,-1439.3684,-759.15063,-388.82153,-418.56076,-474.5612,-46.036007,-391.05313,299.16733,-178.19528,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04760,-818.9854,-738.00604,-560.8107,-552.3485,-127.86288,-462.75043,-207.76848,-610.22107,-247.9444,-1147.079,5197.5034,2231.9744,-329.69144,-402.36987,-1298.5513,-570.088,-73.07238,-583.9126,-411.47562,-338.10995,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04346,431.45404,-495.13107,-529.8046,-47.455048,567.1086,334.7646,-152.71892,-1695.941,-259.22675,-1722.591,-918.3917,-1473.0808,-476.506,-370.2967,1010.55493,-191.48465,-7.9305367,533.6503,61.458477,80.812904,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00212,-548.5804,-1005.05066,-384.73407,-472.99435,-126.98708,-338.04755,-171.41722,735.5824,-154.17896,1810.9797,2920.5125,2089.9421,-410.80106,-362.75922,-642.90454,-471.78775,-6.0659127,-524.19904,-571.3026,-343.59402,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01551,135.32367,-49.44662,93.73213,632.4321,-160.55684,52.45013,-287.33948,-1701.0048,-343.68256,-1759.3235,-1124.709,-1635.1869,-724.7666,-397.38358,-1298.5375,-441.7327,-28.487299,-315.07333,3337.4512,-236.88834,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00781,464.22455,-914.5579,-304.8056,-59.805878,-11.352073,299.3239,-101.58109,684.8749,-229.65228,103.08149,2690.6736,4101.8584,507.54904,-376.90085,-655.32385,-334.86148,27.379034,-341.66525,-360.79666,-182.95126,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03850,1612.3114,-536.9747,-221.41325,-41.496307,27.139627,638.41547,-22.861734,-420.3613,-206.58716,-809.8759,1217.2543,1943.4816,890.3965,-344.67786,-440.24704,498.973,47.93958,-163.30098,783.1332,236.92337,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02319,-717.732,-983.722,-441.4704,-450.62924,-132.69954,-317.44452,-171.34196,244.05582,-256.893,-453.36237,3854.4387,3149.7507,506.4653,-406.09775,-1183.1141,-466.95486,-89.024895,-601.54675,-612.0343,-352.04855,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02157,1537.6156,1191.3152,-277.7155,-203.05515,38.07499,678.4123,-75.909035,-1657.8156,-235.65594,-1605.5636,-706.4088,-1393.7577,-649.76,-278.16568,1289.5713,247.57529,60.66309,-24.573448,1280.141,237.44131,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03001,1374.4979,931.1126,112.17,673.7993,615.51105,1030.6029,-112.99552,-1695.8452,-296.9762,-1707.0013,-864.6527,-1615.003,-500.88956,-385.66418,-911.9689,40.978004,-44.370846,-36.733604,-58.66567,184.79605,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04692,-755.80597,-949.96,-274.78693,-509.70505,-111.83474,-407.94342,-166.88005,-44.918068,-192.94244,-33.14324,7784.07,2276.848,252.18773,-349.3998,-738.56775,19.2042,-71.470695,-611.98596,-623.03174,-390.905,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06067,781.4482,336.16116,-510.29095,-227.47836,127.87272,530.6684,-115.167885,-1723.1716,-270.28802,-1723.1509,-962.4833,-1563.6931,-319.74954,-399.50244,-1235.003,-228.44962,-16.85998,-213.05244,-218.08888,-4.576992,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06250,731.97406,-392.1179,-0.7883778,191.689,1891.6874,934.2675,-227.26125,-1603.1932,-350.2519,-1675.5245,-818.23596,-1243.4244,528.8557,-396.8879,-1308.3186,-63.046043,70.87965,-77.9858,680.31433,-63.764614,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07951,661.55365,1268.2749,-111.53703,-463.90732,35.65055,-151.2226,-249.85652,-1688.3353,-256.1723,-1741.0009,-1252.1722,-1513.0648,-1038.4265,-367.00552,1496.9133,-60.04885,-33.09692,482.4678,1257.7394,114.300575,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07492,-1525.1715,-1058.0925,-514.39496,-621.44446,-181.47133,-766.3315,-235.63057,357.19327,-265.63867,790.65594,14829.791,-75.34116,-858.6387,-320.43936,-1047.9149,-78.38723,-190.1012,-675.51184,-754.5559,-463.40427,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00588,-430.62946,2926.2944,308.3471,1756.1157,462.10635,395.35175,-223.86458,-1668.5424,-230.29486,-1726.2595,-1200.4279,-1414.2056,-596.6398,-330.38144,-1032.4382,-628.5531,264.76147,37.840004,-344.69937,-261.0922,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01662,-1417.1879,-1050.6892,-750.38947,-856.9415,-237.03825,-881.9677,-314.62482,-1210.6306,-332.19806,-1236.8672,3490.547,-268.39145,475.96384,-397.9661,-1056.7896,-683.6301,-189.55359,-604.36017,-895.82446,-368.7993,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07156,230.50409,113.87699,-355.20062,-96.42136,162.15392,300.90033,-121.54667,-1699.3192,-231.01312,-1706.358,-731.9706,-1590.5039,-720.20667,-393.87863,1572.1565,32.055275,69.785164,590.0368,798.2953,-2.1892967,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01806,-629.0726,227.35281,-200.57658,646.27954,-110.045006,-511.51263,-291.90567,-1749.2925,-306.33734,-1757.9022,-1433.1631,-1637.8446,-1182.8483,2648.6118,-1387.7445,179.56308,146.26782,530.8499,-317.001,-367.4072,BM-Her2N75-15
