,CD20_Ring,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CD8_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,HER2_Ring,Ki67_Nuclei,LamAC_Nuclei,PCNA_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei
BM-Her2N75-15_scene017_cell06291,4246.224252491695,1029.2873754152824,1739.063122923588,1843.516611295681,633.0066445182724,2161.779069767442,600.5481727574751,1973.813953488372,638.0930232558139,1860.470099667774,7797.283752860412,4881.126245847177,3263.4584717607972,364.6659038901602,1708.0160183066364,1730.8340961098395,1424.764119601329,1050.687707641196,1668.7607973421927,920.4061784897023
BM-Her2N75-15_scene017_cell00748,3102.728601252609,954.82254697286,1536.5114822546973,1650.4446764091858,594.7828810020878,1589.0167014613778,566.1837160751568,1989.8100208768267,689.490605427975,1189.1315240083507,5336.561702127659,5386.016701461378,2884.248434237996,1772.372340425532,1764.2191489361703,2497.323404255319,1448.6492693110647,870.0229645093947,1464.0835073068893,972.7489361702127
BM-Her2N75-15_scene017_cell01145,2404.037878787879,997.969696969697,1540.280303030303,1512.6464646464651,555.4924242424241,1301.2171717171718,503.34090909090907,2772.0858585858587,696.8686868686867,2153.0858585858587,5113.205186020293,4201.30303030303,2954.6565656565667,459.5704622322435,2056.9932356257045,1942.1149943630207,1414.7550505050503,736.2348484848485,1419.333333333333,825.0372040586245
BM-Her2N75-15_scene017_cell02795,2874.1964285714284,1742.3214285714291,1529.642857142857,1616.5089285714291,511.91071428571433,1445.4642857142858,381.7410714285714,616.0178571428571,535.1160714285714,247.66071428571428,2164.0227272727275,1112.205357142857,2253.803571428572,366.27045454545447,1932.1818181818185,1678.965909090909,1263.9017857142858,750.8928571428571,1559.8392857142858,1117.3727272727272
BM-Her2N75-15_scene017_cell03804,4186.490706319702,2077.910780669145,1548.8810408921936,2682.9330855018593,1488.2193308550186,2453.007434944238,570.0557620817843,610.4200743494424,634.2081784386618,288.53159851301115,2250.3574007220222,1263.7769516728627,2061.315985130112,407.0758122743682,3366.723826714801,1815.9837545126354,1458.918215613383,1302.806691449814,2019.4349442379184,1371.3664259927798
BM-Her2N75-15_scene017_cell01974,3083.1885593220345,1419.1927966101694,1858.1631355932204,1549.5487288135596,602.5635593220337,1923.3792372881353,538.4639830508474,1241.2224576271187,621.0762711864406,737.9364406779663,5374.10701107011,4264.997881355932,2681.847457627119,1540.6439114391144,1593.1171586715866,2699.642988929889,2100.629237288136,1165.832627118644,1470.6546610169491,1005.0654981549817
BM-Her2N75-15_scene017_cell05053,3258.82722513089,7173.167539267017,2314.7277486910994,3302.832460732984,799.7015706806282,1970.7905759162304,466.34031413612564,652.0523560209424,559.6544502617801,275.1151832460733,2021.5051813471505,1074.4240837696334,1660.083769633508,389.03108808290153,1614.4844559585492,1636.0673575129529,1758.8324607329846,1360.8534031413612,1403.3926701570679,937.5595854922279
BM-Her2N75-15_scene017_cell00739,3668.0481927710853,1275.5381526104418,1783.6104417670686,1790.128514056225,645.7068273092369,1917.060240963856,559.1365461847388,844.5381526104418,667.5983935742972,428.6224899598394,2121.221052631579,1702.9196787148596,2864.116465863454,391.63976608187136,4215.969590643275,1754.9918128654972,1582.3775100401606,1827.0562248995984,1652.8353413654618,1073.4830409356723
BM-Her2N75-15_scene017_cell05857,3947.421052631578,1219.217105263158,1426.6644736842104,1747.9605263157896,554.4407894736842,2013.578947368421,461.8355263157895,738.2763157894735,581.9407894736843,415.64473684210526,2145.570588235294,1231.5,1836.6315789473688,361.23823529411766,4863.297058823529,1784.470588235294,1440.125,1244.4605263157896,2489.328947368421,1017.9411764705884
BM-Her2N75-15_scene017_cell02344,2926.778461538461,1584.2338461538461,1367.9138461538462,1391.8738461538462,570.7723076923078,1453.7446153846154,436.3138461538462,669.56,588.9046153846152,317.43384615384616,1980.4803149606296,1516.2184615384615,2118.4861538461537,374.69741282339714,4955.002249718786,1588.6029246344208,1356.6184615384614,1062.163076923077,3471.283076923077,940.7907761529808
BM-Her2N75-15_scene017_cell00886,4282.279069767442,1623.593023255814,1424.7829457364346,1966.5348837209306,672.6007751937984,2142.875968992248,561.2674418604652,876.8953488372093,639.8798449612402,562.0503875968992,6625.917355371901,2243.2480620155043,2840.4418604651164,418.5553719008265,3067.0297520661156,2055.806611570248,1559.9728682170542,1232.2868217054265,2334.0503875968993,1489.1347107438016
BM-Her2N75-15_scene017_cell02432,4256.825396825397,1492.116402116402,1532.4497354497355,1809.555555555556,863.968253968254,2179.3756613756614,552.7513227513227,711.9259259259261,657.6296296296298,302.2857142857143,2956.6105263157897,2929.936507936509,2370.952380952381,403.0,1872.536842105263,1893.0778947368426,1395.4761904761906,1075.1269841269839,2365.005291005291,1296.0126315789473
BM-Her2N75-15_scene017_cell05793,2988.714285714286,1290.408163265306,1476.9387755102039,1683.0204081632653,593.734693877551,1581.8163265306125,510.7755102040816,2525.693877551021,692.9081632653061,1976.4591836734687,5719.725415070243,4844.61224489796,2218.683673469388,418.8199233716475,1582.9578544061303,1550.5044699872285,1489.0816326530612,846.2448979591836,1797.6326530612243,956.2515964240104
