"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0111388888888889,0.991319444444444,0
"2.5%",0.00716435185185185,0.982604166666667,0
"50%",0.0106481481481481,0.991666666666667,0
"97.5%",0.0159837962962963,0.997222222222222,0
