"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.013287037037037,0.763958333333333,0
"2.5%",0.00972222222222222,0.734652777777778,0
"50%",0.0134259259259259,0.7625,0
"97.5%",0.0185185185185185,0.793055555555556,0
