,CD20_Ring,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CD8_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,HER2_Ring,Ki67_Nuclei,LamAC_Nuclei,PCNA_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell03360,3285.7527,2946.9277,2445.6907,2552.9382,1464.67,2473.3196,435.14432,636.80414,532.95874,262.83505,2068.1965,1061.4742,2162.7732,810.3932,1600.7264,1816.9316,1512.8763,1224.8866,1370.3917,981.29913,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02007,3387.207,2402.8572,1238.5929,1705.4642,571.27856,1913.9928,450.87857,721.07855,554.00714,302.66428,1878.2303,1462.2715,2274.1287,390.4714,2027.3632,1680.3895,1322.45,935.95,1468.0571,1109.2689,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04801,3559.4016,1649.8563,1570.9495,2054.8271,611.6117,1925.5106,580.2633,930.7659,632.1489,594.3431,2429.5027,2134.7979,1970.5691,518.74207,3671.6743,1743.6412,1476.2473,1322.2739,1875.5187,1053.1034,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02189,3722.4092,1867.1136,1836.841,2172.6592,527.0909,1720.2046,420.36365,596.0,549.88635,257.38635,1985.7969,1144.0227,2175.2954,2504.6062,1290.6307,1975.157,1387.5227,994.0,1736.659,1151.28,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01507,5112.4033,2555.7815,1869.3866,2778.6724,2026.7899,3517.4873,619.6891,647.0084,624.87396,386.83194,2626.4346,1412.2354,2150.0757,5829.5264,1380.9666,2735.3203,1734.7983,1452.7563,2027.1261,1914.8105,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07521,4696.062,1427.9668,1551.4248,2201.803,1902.0044,2811.8496,640.8916,1058.2588,644.79425,626.3562,11994.346,3647.4048,2893.3186,404.8714,2734.2927,2435.756,1332.6438,1223.1947,2002.8097,1570.572,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02691,4456.941,6647.191,2806.3948,2288.5657,1284.5658,2585.8289,563.875,616.6053,599.2632,294.89474,2142.034,1057.4736,1902.5986,428.6404,1603.3958,1973.7446,1376.3882,1299.8882,1859.2106,1316.0702,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07964,3109.377,9317.7,1596.9462,1792.0077,582.55383,1748.4462,488.2,635.66156,628.2692,244.61539,2144.682,1160.0769,1529.6538,411.725,1608.9773,2260.2136,1394.4231,1199.223,1779.5769,1549.9977,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07704,3572.0317,2193.3545,2187.2275,3049.0054,961.8201,1933.9576,464.6402,619.8836,568.5714,239.85715,1823.959,1129.5132,1986.8942,372.82004,1375.1139,1451.8223,1285.6561,1040.5503,1638.4973,1012.88837,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02679,4492.114,1605.7794,1417.4229,2495.1765,1678.8235,2874.8418,584.0698,576.27576,572.93384,271.97058,2369.296,1158.9485,4394.099,390.92813,2119.9429,2045.5116,1331.1802,1086.8088,1665.614,1500.8308,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05798,3894.9382,2100.8518,1639.2963,2017.0247,1140.037,2081.8396,537.1111,630.58026,654.2593,278.5926,1937.6173,1220.9753,1948.4445,403.6732,1683.6285,1573.3855,1473.9259,1283.1729,2053.6543,1076.8185,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07101,3851.0,1067.1925,1618.5522,1634.0251,742.76154,1897.9456,609.71967,1724.092,679.80334,1733.9288,9314.646,4233.8203,2068.9624,379.59525,1455.0555,1837.3531,1377.0502,978.1464,1636.226,1174.9325,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07802,1429.237,1294.0413,1462.1959,1258.1134,439.7835,908.1031,318.7835,672.6804,584.59796,315.63916,1783.1497,1245.7217,1286.5979,361.72568,2772.561,1411.9376,1164.2577,1564.0619,1289.8969,840.4938,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04363,3681.3347,1826.5,1564.1758,1697.3828,638.3996,1949.9414,593.8577,1799.8431,682.7929,1460.4017,10434.844,4926.475,2402.2888,401.07614,1840.5597,1679.5736,1452.7343,969.5063,1781.5712,1156.0203,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04240,2994.2373,1081.2302,1332.0432,1783.554,576.0,1782.2014,566.92804,2384.1582,717.8777,3242.5684,2445.442,2536.3525,1542.5684,418.09967,1800.9668,1591.6843,1434.8345,984.46765,1862.1583,1027.6312,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00265,2055.9727,1096.8716,1232.7186,1304.5656,451.06284,1049.5956,375.1694,895.4153,579.3197,334.15848,1760.55,2010.4098,2596.8936,381.6966,3841.3818,1214.4944,1322.0465,828.57104,1199.0547,725.31995,BM-Her2N75-15
BM-Her2N75-15_scene017_cell08059,2693.951,5953.2,1412.4846,1713.5255,1104.544,1772.5051,384.14316,632.6217,565.8528,217.88344,1632.9194,1155.2168,1888.0103,349.99792,1955.6818,1195.4856,1295.7505,1608.2086,1700.7301,807.8843,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00925,3575.8694,1000.4963,1454.9851,1687.4795,711.4813,1881.319,573.36005,1303.8937,655.541,544.8731,11661.446,4508.2427,2222.627,1147.161,2739.778,2149.816,1450.5933,996.48694,1546.3676,1199.839,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04540,3309.9841,2268.0,1413.1428,1588.3016,601.4286,1643.3492,432.85715,633.1429,620.2222,255.31746,1996.7675,1278.4762,1731.1746,391.9199,2170.7441,1518.4419,1383.127,984.6508,2266.635,1043.2119,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04760,2771.0513,1266.2874,1364.0787,1540.2284,567.27954,1487.1417,504.4449,1710.5945,633.9724,863.39764,8231.968,4949.819,2160.6338,378.37155,1290.7537,1422.915,1356.0906,791.7913,1555.9921,883.29724,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04346,4021.4907,1509.1624,1395.0848,2045.1218,1262.251,2284.6567,559.49445,624.8745,622.69006,287.88562,2116.0728,1244.7638,2013.8192,410.44473,3599.8599,1801.5184,1421.2324,1909.3542,2028.9261,1302.2201,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00212,3041.4563,999.24274,1540.1554,1619.5825,568.15533,1611.8446,540.79614,3056.398,727.73785,3821.4563,5954.977,4807.7866,2079.5242,417.9822,1946.4004,1521.2153,1423.097,851.5049,1396.165,877.8132,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01551,3725.3604,1954.8468,2018.6216,2725.009,534.5856,2002.3423,424.87387,619.8108,538.23425,251.15315,1909.7555,1082.6577,1765.5586,383.35785,1290.7675,1551.2704,1400.6757,1060.6306,5304.919,984.51886,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00781,4054.2612,1089.7355,1620.0839,2032.771,683.79034,2249.216,610.63226,3005.6904,652.2645,2113.558,5725.138,6819.703,2997.8743,403.84058,1933.9811,1658.1416,1456.542,1034.0387,1606.671,1038.4559,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03850,5202.348,1467.3187,1703.4762,2051.0806,722.28204,2588.3076,689.3516,1900.4542,675.32965,1200.6007,4251.7188,4661.326,3380.7217,436.06357,2149.0579,2491.976,1477.1025,1212.403,2750.6008,1458.3306,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02319,2872.3047,1020.5714,1483.4191,1641.9476,562.4429,1632.4476,540.8714,2564.8713,625.0238,1557.1143,6888.9033,5867.595,2996.7905,374.64368,1406.1908,1526.0482,1340.1381,774.15717,1355.4333,869.35864,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02157,5127.6523,3195.6086,1647.174,1889.5217,733.2174,2628.3044,636.3043,663.0,646.26086,404.91306,2328.0557,1324.0869,1840.5652,502.57574,3878.8762,2240.5784,1489.826,1351.1305,3247.6086,1458.8485,BM-Her2N75-15
