,CD20_Ring,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CD8_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,HER2_Ring,Ki67_Nuclei,LamAC_Nuclei,PCNA_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell03397,3315.195,1704.3577,2251.1057,2654.3088,1004.5691,2067.9675,489.10568,579.0081,575.30084,261.98373,1876.6621,1117.1951,2299.2195,404.68243,1483.2196,1544.3716,1598.3496,865.6748,1411.6017,1030.4426,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04298,3770.2048,1181.2952,1514.6868,1849.9518,665.08435,2046.0482,616.43976,1736.6626,752.8494,1360.8374,14884.833,4373.6143,2257.048,429.05435,1914.9457,1703.1938,1499.024,983.1205,1912.4698,1101.866,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03468,4551.5986,3448.9473,2188.5593,2968.5657,1208.8618,2894.5396,656.9605,792.1184,689.9013,323.95395,2819.8848,2163.0264,1780.6644,420.64243,1778.6182,2144.009,1497.8092,1310.2566,2391.9802,1377.3712,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04755,4401.095,9065.221,4253.0454,2315.636,1178.8031,3125.7017,590.59686,653.8,654.8594,293.65155,2284.0415,1223.6562,2365.647,435.1328,1359.6997,1900.1685,1979.0844,1246.625,1904.4688,1310.1425,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04596,3986.7717,1715.1879,1558.4296,1876.859,678.1409,2080.0334,591.32214,1283.6779,674.6846,1209.0671,4805.755,5229.9126,2918.6577,434.03302,1946.3318,1919.8254,1485.51,1012.6443,1893.1611,1159.8066,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02520,3736.9216,1230.256,1676.9518,1667.3826,690.6265,1877.6174,605.59033,1247.0392,662.05725,592.753,11877.723,4778.458,2573.7078,399.90295,1973.6011,1913.3262,1377.3344,971.90967,1849.6084,994.2426,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02893,3760.1292,1120.6516,1566.0774,1957.1677,651.3226,2161.7356,629.0,2891.6453,710.8581,1621.3678,12109.504,5176.4385,2290.4387,430.38773,1514.4937,1907.089,1374.8387,843.70325,1700.1613,1126.678,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04070,4247.9185,1636.1626,1666.1235,2476.1174,1291.774,2573.521,641.31323,1954.4669,717.08435,1544.024,11612.298,4444.3525,2860.732,426.61676,2244.271,2184.9304,1448.3735,1139.7861,1952.7169,1465.877,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07224,3848.7354,1077.0303,1658.7051,1714.8394,765.26086,1948.5728,610.23627,1731.431,668.0756,1602.6371,18214.021,5151.703,2701.034,392.61703,2503.4,2184.0085,1388.104,982.7429,1741.5331,1098.0128,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04820,3520.8784,2031.3918,1322.6757,1666.8243,613.8514,1801.2028,480.93243,597.1892,619.06757,261.3919,2019.4637,1218.473,1731.8513,389.41547,2884.1016,1648.1014,1393.0676,1003.9459,2022.9054,1244.6086,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05422,2874.3147,2345.0,2561.477,1819.6091,618.4772,2142.665,481.7005,648.14215,688.2386,261.52286,1935.0162,1213.8325,1213.5431,404.83936,1769.009,1427.8484,1493.0153,1147.8629,2221.7869,1008.3141,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05417,2048.45,1009.25,1370.5563,1445.4875,530.2875,1183.1,571.83124,3542.375,708.3125,5308.8813,7179.886,2189.5813,1335.6375,545.3583,1841.3842,2297.8748,1320.0813,690.375,1277.55,761.51514,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05788,4870.0767,4611.6396,1479.0996,2208.7815,799.90424,2443.8696,627.95404,599.7931,625.0115,303.2337,2079.7148,1164.023,3068.617,380.05933,1479.8364,1761.6498,1430.4061,1328.2759,1766.1648,1319.495,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04661,3714.0217,4028.061,1528.6288,1774.262,723.5633,2025.5459,568.2358,655.9651,655.73364,278.91702,2200.993,1201.1703,1540.0437,430.21185,1458.0269,1967.613,1456.5066,1214.5066,2225.1528,1286.9731,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06235,2286.0469,1071.7428,1454.1455,1456.0792,621.9727,1266.1377,548.8273,1833.7727,685.93634,1588.2377,9368.544,4576.6206,2440.182,403.82513,1627.0063,1610.3943,1384.5767,692.9987,1390.752,830.50714,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01831,3418.559,10041.284,1632.7582,1974.1738,1379.9849,2336.408,494.55417,622.86395,610.45087,280.02014,2149.6943,1201.3174,1199.5592,518.53735,3445.641,2020.0944,1521.2368,1511.0529,2752.1638,1273.4177,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07982,4062.601,1230.8844,1465.9364,1740.3121,685.24854,1976.2196,524.60693,639.67633,655.31793,272.1792,1843.5133,1200.8787,1220.1965,385.4735,4032.01,1661.3411,1444.2659,2128.7803,9227.318,1256.0994,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06257,2728.5679,2046.3271,1478.5309,1755.3766,555.46295,1482.5802,422.93826,629.8395,593.9815,337.03705,1960.6475,1259.9382,1219.3457,397.20517,5392.517,1876.7802,1550.4012,1223.9321,2566.9197,1322.613,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06706,2746.6687,3432.3313,1913.9812,1507.3375,571.0875,1569.7,465.15625,561.66876,615.9625,240.375,1925.6025,1070.5312,1069.975,381.63724,4592.082,1793.0536,1423.0062,1277.6875,1470.7562,955.05676,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00459,3389.9473,1153.3374,1412.969,1618.1362,577.4582,1717.5387,538.95667,1951.1145,645.33746,1853.0588,10551.084,4520.9536,2432.774,406.63266,2130.533,1529.1882,1388.7059,926.2384,1373.1858,1024.4331,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03438,3737.745,1932.719,1574.8562,2069.5947,1659.268,2594.17,504.5621,1043.7712,619.57513,514.3987,2373.3145,2727.7517,2765.111,445.35034,1598.8138,1858.4097,1319.2026,1094.8759,2325.9673,1166.3062,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00596,3782.8203,969.8906,1720.1016,1746.2969,643.5703,1875.1719,630.5469,2656.9375,737.3047,1998.0625,4809.9966,5859.578,3040.4453,761.00964,2046.8975,2074.1538,1478.5391,1007.96094,1593.2188,1154.3557,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02301,2447.7434,909.1724,1359.6743,1537.6514,489.0383,1449.4061,436.0996,1693.4215,567.23755,729.4674,6800.903,2904.59,1781.7739,358.47314,1284.6011,1354.8057,1241.8276,631.5862,1236.6093,758.64453,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05546,3367.75,2076.7593,2776.6204,1834.1018,529.0185,1914.3982,484.01852,649.89813,622.80554,275.6389,2297.9146,1277.9259,2591.3982,410.51758,1851.0334,1899.0117,1579.9537,941.4167,2029.1018,1405.1106,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04171,4078.9443,1668.3889,1387.1666,1573.8334,648.2222,1995.4445,562.7778,603.2222,648.5,251.05556,1749.9432,1147.3334,3124.2778,396.30496,7126.7446,1480.8369,1391.1111,1315.5555,2042.1111,1062.2554,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06564,6447.058,2275.8416,1458.975,2332.025,714.29584,3254.5083,661.0292,645.1625,572.5375,369.35,2443.4329,1113.1375,4253.7,373.23538,1736.2781,2494.3901,1486.6833,1543.2833,1953.6833,1599.8705,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01390,4920.12,2355.76,1596.96,1883.26,626.24,2475.54,482.42,640.7,535.7,272.16,2181.1765,1118.46,1941.54,368.11765,1124.098,1931.0098,1326.3,1075.52,2563.26,1213.8726,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04974,3667.594,2289.7427,1370.4901,1779.1782,614.7228,1820.5742,474.1881,631.3911,622.7772,276.8119,1998.4021,1268.8268,2138.8862,408.40723,5107.706,1620.3402,1533.3466,1061.3514,4999.158,1146.7166,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01748,4274.7793,3709.3257,1661.2441,2407.6743,1181.1976,2729.8022,600.22095,683.27905,673.1977,393.7093,2152.0435,1390.8256,2096.8489,435.12424,3555.205,1886.6895,1513.0116,1371.9767,2212.372,1154.7516,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04084,3557.0847,1898.1587,1492.0159,1880.2434,779.7196,1884.4127,504.60846,632.15875,628.3333,263.6455,2020.0175,1281.799,1890.2275,400.9281,1359.9608,1587.95,1405.7937,1146.3756,1578.7725,1146.6602,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01235,2585.7593,1236.7433,2284.123,1508.2192,463.8984,1635.2192,452.66846,1372.7968,597.40106,918.05884,5801.686,3530.3477,4386.278,388.75208,1377.7396,1577.5599,1608.5829,663.4545,1133.1177,796.8843,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05024,2407.253,2463.5173,1620.4656,1333.8735,460.3908,1381.0575,377.05173,601.477,555.18964,239.17241,1751.8912,1144.1552,1669.3334,394.32846,1164.5815,1264.0355,1394.4196,1032.9138,1816.0057,971.9833,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04886,2731.152,1143.5109,1373.2717,1526.3152,580.36957,1464.6086,523.2826,1580.0435,642.81525,950.18475,6681.5703,6603.2065,2887.8586,389.40594,1533.3663,1375.4159,1340.0217,760.93475,1469.0543,872.3822,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05398,3247.8938,1069.9279,1506.0013,1766.4503,580.3075,1794.5347,609.2558,2037.4095,738.36053,1766.3877,6440.5894,3989.3157,2044.17,5059.234,1707.3835,4648.2217,1473.2925,857.1769,1724.3796,949.25806,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03709,3472.14,2514.14,1755.66,2678.54,1887.54,2471.16,503.02,644.28,618.68,284.78,2319.3914,1255.88,1791.88,427.68842,1899.942,1731.884,1395.1,1079.46,1592.9,1205.5289,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07388,2830.5642,1026.0894,1490.8715,1549.162,641.01117,1546.771,505.15643,1289.6481,652.067,1383.8938,5497.5474,3902.4692,1915.6984,381.42044,1411.4508,1593.2084,1264.8827,720.34076,1530.3296,906.9943,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05066,4932.8325,1583.4486,1634.827,2217.0378,599.7135,2783.7244,521.6054,663.6054,563.6973,306.07028,2110.26,1095.6108,1795.3081,625.89905,4067.783,2049.7627,1564.773,1423.5892,2076.016,1065.7885,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06590,2761.7556,1081.7378,1443.3356,1503.0355,641.5378,1514.8822,551.72,1643.14,673.0733,2205.6511,12863.416,4538.7065,2600.6355,697.02606,1612.8542,2425.918,1351.2511,789.20447,1563.1222,857.638,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07093,2953.2932,1142.5747,1221.9425,1364.2759,545.24713,1441.8334,397.83908,537.1839,539.1494,225.54597,1655.368,1228.8563,2243.3506,350.8921,3520.759,1598.8632,1230.8276,853.5115,1609.638,1004.67633,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04856,2966.2307,1328.0347,1523.1384,1630.8577,592.7692,1624.6615,457.83463,692.50385,586.1808,308.48846,2272.9578,1334.0308,1642.8038,608.4497,4126.246,1777.4392,1399.0347,1047.75,1405.0424,852.6045,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00903,2340.342,1655.3158,1936.079,2898.6052,455.60526,1232.5264,379.1579,616.0,583.7632,237.76315,1545.2477,1201.2894,973.3158,375.9908,1744.3945,1035.7798,1794.5526,1682.3684,2933.2632,786.9816,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01769,4202.637,1331.1301,1395.3562,1952.363,629.452,2111.8494,613.8219,2014.7877,625.6781,1237.3972,4857.206,6973.541,4295.6577,484.9123,1338.057,3694.2192,1472.6644,1417.048,2228.9246,2390.2368,BM-Her2N75-15
