"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0125277777777778,0.997208333333333,0
"2.5%",0.0087962962962963,0.993055555555556,0
"50%",0.0125,0.997222222222222,0
"97.5%",0.0159837962962963,1,0
