"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00152469135802469,0.918833333333333,0
"2.5%",0,0.90087962962963,0
"50%",0.00123456790123457,0.918518518518519,0
"97.5%",0.00341049382716049,0.933333333333333,0
