"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00228703703703704,0.989888888888889,0
"2.5%",0.000925925925925926,0.983333333333333,0
"50%",0.00231481481481481,0.990277777777778,0
"97.5%",0.00418981481481481,0.995833333333333,0
