"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0105509259259259,0.894083333333333,0
"2.5%",0.00670138888888889,0.871284722222222,0
"50%",0.0104166666666667,0.894444444444444,0
"97.5%",0.0143518518518519,0.910451388888889,0
