"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00941203703703704,0.988111111111111,0
"2.5%",0.00601851851851852,0.980486111111111,0
"50%",0.00925925925925926,0.9875,0
"97.5%",0.0134259259259259,0.995173611111111,0
