"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0365972222222222,0.887263888888889,0
"2.5%",0.0291435185185185,0.864548611111111,0
"50%",0.0365740740740741,0.888888888888889,0
"97.5%",0.0453935185185185,0.9090625,0
