,CD44_Ring,CD45_Ring,CD4_Ring,CD8_Ring,CK14_Ring,CK19_Ring,CK5_Ring,ER_Nuclei,Ecad_Ring,HER2_Ring,Ki67_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell04093,-0.15392081,-0.205562,-0.14495166,-0.13373283,-0.16783875,-0.7280779,-0.1632877,-0.24806711,-0.41366705,-0.09395544,-0.3727095,-0.039252196,0.67496675,0.036512744,-0.16685411,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04072,-0.20202173,-0.19086903,0.27738267,0.17918053,-0.100721836,-0.7345192,-0.20515329,-0.16632992,-0.40943477,0.3071447,-0.3872666,-0.015527281,0.0016327512,-0.039468218,0.274511,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01207,-0.030494701,-0.09492922,-0.06813414,-0.10865692,-0.26182845,-0.7253459,-0.18062389,-0.18759263,-0.39662838,-0.2294756,-0.34744883,-0.013253006,-0.09884745,-0.18506633,-0.09277163,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02528,-0.27338603,-0.06825501,-0.11490644,-0.017189123,-0.09238452,-0.40456554,-0.11748615,1.5723251,0.3735956,0.09914948,-0.30194798,-0.013567003,-0.21329227,-0.05897664,-0.042419113,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03451,0.22276913,-0.09324169,0.029660096,0.094129406,-0.16661936,-0.7165028,-0.16149828,-0.1759176,-0.41132936,-0.23476325,3.6211934,-0.006885979,-0.13287711,0.1253909,0.07665893,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00440,-0.16689236,-0.14458531,-0.047076356,0.020302795,-0.17453915,-0.69891375,-0.14560547,-0.18741152,-0.40089,-0.10617326,-0.3442186,0.053596284,0.3827296,0.10508634,-0.076040365,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05087,-0.14635788,-0.12168187,-0.101957686,-0.021410324,-0.13240051,-0.53469175,-0.11305782,0.15762699,-0.1266828,-0.16406898,-0.32886463,0.040974345,-0.13160592,0.39476204,-0.02773092,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07124,0.17703216,0.87531716,0.26328808,0.61250454,-0.14877671,-0.7188298,-0.1711159,-0.16761369,-0.39341033,-0.34466007,-0.4003282,0.1718674,0.22112477,-0.15399961,-0.032275714,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05046,-0.025487375,-0.15791339,0.64505243,0.823463,0.10482621,-0.7175706,-0.18024883,0.16771966,-0.40475342,0.15002055,-0.3340165,0.25924316,0.17159992,0.13982947,0.83284813,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03222,-0.019383144,-0.15774834,-0.15838398,-0.13058788,-0.16066957,-0.26626155,-0.12773731,0.526814,0.56067324,0.049243998,-0.35124424,-0.082049996,-0.26400146,-0.077030525,-0.1384494,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02328,-0.109307274,-0.19370878,-0.11619795,-0.05083952,-0.24997193,-0.6995256,-0.23215193,-0.22470304,-0.37476772,0.004186404,-0.39862433,-0.0964832,-0.05684775,0.015095068,-0.07469372,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06206,-0.25213316,-0.16803867,-0.14474131,-0.059889294,-0.18521994,-0.59872025,-0.21493265,-0.12593889,-0.09229689,0.75940865,-0.39749962,-0.022659872,-0.18573296,-0.22060637,-0.151032,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04899,1.0117897,-0.15321559,-0.07886971,0.08253803,-0.13812333,-0.7203846,-0.14049935,-0.13282958,-0.39289966,-0.23454897,-0.36373955,0.025652196,-0.10012746,0.12784608,0.2040697,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07139,-0.2088015,-0.06629151,-0.068390496,0.0037894477,-0.10058409,-0.4499884,-0.14506403,1.0984732,0.5888449,0.22194059,-0.39091125,-0.02232698,-0.03625518,0.072082415,-0.012889899,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03029,0.015118468,-0.10090083,0.054601956,0.098476194,-0.22019598,-0.7143065,-0.20267448,-0.1427274,-0.40426874,-0.010794568,-0.3689914,-0.073290735,-0.19566655,-0.09530328,0.042067192,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03610,-0.049497675,-0.06703609,0.13206278,0.22581258,0.14867121,0.2733533,-0.013289066,2.3060093,0.98547363,0.59294945,-0.24727868,0.08965686,-0.11064339,-0.023232209,0.08733579,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06020,-0.20251037,-0.104792,-0.17107905,-0.1670832,-0.123337805,-0.38169596,-0.078321666,1.8631657,0.10218961,-0.117247805,-0.37088466,0.0035196212,-0.29937544,-0.15365176,-0.19899914,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01750,-0.26256827,-0.16464072,-0.1575016,-0.12413911,-0.10355818,0.10094473,-0.12634245,1.7152058,1.2023898,0.43054885,-0.3491179,-0.0053133103,-0.23510423,-0.08486055,0.02030065,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05548,-0.24240555,-0.08373177,-0.1200167,-0.088573314,-0.16542631,-0.15377441,-0.14686161,0.90130746,0.4243307,0.17824645,2.4294734,-0.015553805,-0.25445375,-0.15030585,-0.1516113,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01235,-0.2106012,0.16575372,-0.18195094,-0.10167209,-0.24221846,-0.40461,-0.18471989,0.49317312,0.22809203,0.61758536,-0.38283178,0.10908845,-0.35582453,-0.29073405,-0.23324007,BM-Her2N75-15
BM-Her2N75-15_scene017_cell08103,-0.11700781,-0.11711824,0.042372335,-0.19774988,-0.37289837,-0.7374612,-0.21564353,-0.25098962,-0.41658545,-0.4717286,-0.40503153,0.057247188,-0.15883559,-0.15985338,-0.16030565,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00658,-0.29680434,-0.16458529,-0.14985205,-0.13871974,-0.15497476,0.11298916,-0.12293431,0.07952875,1.0210338,0.27148575,-0.29978728,-0.023981486,-0.28234816,-0.18607874,-0.16895154,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00069,-0.14395656,-0.08936119,-0.06559057,0.11037769,-0.16238165,-0.6999231,-0.17603722,-0.21866679,-0.33927083,-0.09109609,-0.35393247,0.10619733,1.2362696,-0.028055476,-0.03991113,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04367,0.052657057,0.10568905,-0.08358062,0.03983631,-0.049331605,0.06525752,-0.079755515,1.1569124,0.18489821,-0.08715437,-0.05473112,0.029596832,-0.114917815,0.030186964,-0.020550229,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01439,-0.22488846,-0.25388166,-0.17183061,-0.092486896,-0.18351692,-0.7463317,-0.21319148,-0.19699839,-0.4348919,0.32238954,-0.35490903,-0.0607504,-0.2375541,-0.22037117,-0.029736675,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01347,-0.30559325,-0.19074112,-0.19113173,-0.20358878,-0.21262014,-0.23971847,-0.15663677,0.6611066,0.61116374,0.07267316,-0.34639302,-0.041948114,-0.32104063,-0.23022355,-0.22614086,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03418,0.22084741,0.0697068,0.11167716,0.170333,-0.14551044,-0.7021382,-0.13466087,-0.15925881,-0.28849605,-0.23347591,-0.2908819,0.0030533937,0.028952243,0.9046569,0.0028745758,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02796,-0.22252981,-0.1045599,-0.026825735,0.032507204,-0.105700195,-0.13569829,-0.14000776,2.087005,0.49809575,0.21341129,-0.33236277,-0.0014427635,-0.21787402,-0.101668224,-0.019287981,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04821,-0.16433458,-0.07987654,0.00394701,0.08643093,-0.23631239,-0.55567527,-0.20688501,-0.06361389,-0.20042466,-0.12315844,-0.39551184,0.0041749147,-0.20194963,-0.058601666,-0.16295454,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05975,-0.076112226,-0.11604649,-0.23311944,-0.21220589,-0.27005038,-0.7311179,-0.21533507,-0.21401063,-0.4132473,-0.062269617,0.31821686,-0.07700899,-0.23778066,-0.16159432,-0.21218476,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04831,-0.034379076,-0.19938761,-0.17827554,-0.11914358,-0.21440482,-0.63466907,-0.14341834,-0.17672342,-0.13962267,-0.17891638,-0.3789914,-0.008280012,-0.13589442,0.09874721,-0.105986096,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02524,-0.104696944,-0.1647718,-0.12541439,0.04415997,-0.11943549,-0.72703326,-0.13378891,-0.1394139,-0.42862314,-0.18580829,-0.27799702,0.2685341,-0.07969713,9.334342,-0.03458909,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05332,-0.22269271,-0.069600105,-0.10025943,-0.0463256,-0.11849636,0.1851097,-0.14568752,1.4020509,0.3867705,0.14031555,0.47097522,-0.0063761803,-0.18229729,-0.085886404,-0.14339039,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07787,1.5143528,-0.16136521,-0.1431836,-0.12514117,-0.3067671,-0.72852004,-0.20068938,-0.2277981,-0.4074057,-0.22572611,-0.40702674,0.13616934,-0.1342414,0.3470093,-0.16553524,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04735,-0.24311556,-0.13538891,-0.07550467,-0.0059551965,-0.044572413,-0.050739557,0.013682632,0.2747656,0.18963976,-0.28706917,15.59819,0.07088569,-0.20570809,-0.020197498,-0.09699557,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05650,-0.1976075,-0.24585646,-0.16793449,-0.09910456,-0.28431186,-0.74766034,-0.2199207,-0.23234463,-0.42761245,-0.25372684,-0.4179981,-0.07697341,-0.1661253,-0.051927257,-0.15869156,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06291,-0.2714221,-0.052422877,-0.067196555,0.067614876,-0.097169995,-0.14823744,-0.15413901,0.8498347,0.5981163,0.2588814,-0.4078288,0.00085481675,-0.1570186,-0.10553132,-0.16011581,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00748,-0.29325333,-0.13350022,-0.13327475,-0.116526045,-0.13087654,-0.14141408,-0.11551264,0.4100442,0.736423,0.13773628,1.0531131,0.014918533,-0.24977207,-0.17630003,-0.1291292,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01145,-0.28060365,-0.13199162,-0.18043573,-0.2090525,-0.19251615,0.19227704,-0.10996786,0.370125,0.41188955,0.16022934,-0.30933523,-0.0050385925,-0.31845903,-0.19177277,-0.21657372,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02795,-0.0623783,-0.1362496,-0.14488913,-0.16267759,-0.3117879,-0.72742504,-0.23152837,-0.1569651,-0.4343195,-0.06367014,-0.40616357,-0.09386197,-0.3109336,-0.14319174,-0.04351274,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03804,0.03600811,-0.12854892,0.22009085,0.1612437,-0.1270786,-0.7298128,-0.15705857,-0.14153501,-0.39279887,-0.1251636,-0.36381507,0.020964947,-0.027580438,0.015716923,0.10685005,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01974,-0.15711157,-0.004749473,-0.16780604,-0.009029783,-0.15806556,-0.46073493,-0.16692749,0.41675448,0.42933774,0.073075786,0.8126213,0.3988085,-0.09790307,-0.17402802,-0.109997965,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05053,1.5298102,0.1780042,0.4322493,0.0062127938,-0.22880834,-0.71205395,-0.21308726,-0.18243644,-0.44466907,-0.25334412,-0.3825422,0.1975564,0.0022208106,-0.19728439,-0.14996108,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00739,-0.19922753,-0.034591433,-0.08546842,-0.011061288,-0.13778877,-0.62994635,-0.13196513,-0.1646148,-0.27250272,0.13130476,-0.3798349,0.0936586,0.24156982,-0.11103766,-0.06949518,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05857,-0.21573944,-0.17746979,-0.09990031,0.019969068,-0.2332269,-0.6752739,-0.19633862,-0.16026297,-0.40164062,-0.19694291,-0.4113861,0.009899405,-0.05753547,0.17818637,-0.102375664,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02344,-0.10872565,-0.2009865,-0.22176977,-0.1600155,-0.25825995,-0.70458585,-0.19110516,-0.18976858,-0.32364655,-0.106899604,-0.39741793,-0.03926978,-0.15112716,0.5177045,-0.14804825,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00886,-0.09718652,-0.17822295,-0.025093982,0.061537586,-0.13569868,-0.61614394,-0.15279618,0.64048314,-0.124488406,0.12374152,-0.3519014,0.0804666,-0.063785434,0.12449761,0.17656824,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02432,-0.13573219,-0.13512605,-0.07881958,0.07327213,-0.14405173,-0.686514,-0.13945687,-0.015310529,0.063618965,-0.026244985,-0.36804503,-0.016390119,-0.14447147,0.13520052,0.06224104,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05793,-0.19486801,-0.15734601,-0.12212581,-0.11884097,-0.18522388,0.08717498,-0.112944275,0.4785248,0.5881139,-0.074889824,-0.35162684,0.038725402,-0.26197976,-0.060972918,-0.13889554,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04809,1.6313999,0.5245082,0.18446128,0.33118317,-0.118516564,-0.7093036,-0.15254429,-0.15207103,-0.4078822,-0.04351877,-0.34329647,0.1273813,-0.026470957,0.12517728,0.044843458,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06198,0.74861234,-0.115340054,-0.02308757,0.12382551,-0.07920581,-0.7221955,-0.10832754,-0.19645467,-0.41300234,-0.28051138,-0.37164646,0.05425849,-0.112962484,0.2716261,-0.033804275,BM-Her2N75-15
BM-Her2N75-15_scene017_cell08100,0.23021601,0.15281194,-0.16316481,-0.0659788,-0.35709515,-0.7270248,-0.22063184,-0.23941866,-0.44335237,-0.39048198,-0.41396844,-0.09342882,-0.045151234,0.047509264,-0.10169158,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05871,-0.2307745,-0.23525953,-0.22920184,-0.22170341,-0.3101123,-0.716917,-0.192615,-0.24645671,-0.39479402,-0.29558706,-0.39531192,-0.052742336,0.39167982,0.18916751,-0.23874888,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04522,-0.18313353,-0.19146103,-0.059947025,0.2065064,-0.09715223,-0.7252227,-0.15183666,-0.19666654,-0.41097254,-0.32809925,-0.37387475,0.08295128,0.11468142,1.2005237,0.078183316,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04851,0.2160633,-0.043920275,0.009992292,0.032232545,-0.19942695,-0.7152024,-0.10644439,0.017438171,-0.3772266,-0.33700892,-0.24006216,0.18361905,-0.00886923,0.52957475,-0.07276396,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07879,-0.06900467,-0.18871188,-0.08629901,-0.024893738,-0.21838716,-0.7368245,-0.16631237,-0.23164809,-0.42566752,-0.19141106,-0.17628728,-0.050573323,-0.15793014,0.1586435,-0.054369308,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00342,-0.08346112,-0.032371756,-0.1224106,-0.096732594,-0.1611718,-0.6946382,-0.13162246,-0.1676811,-0.31849667,0.20596959,-0.2159274,0.079648405,-0.05357355,-0.083045766,-0.030902483,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02335,0.10405217,-0.15885156,-0.15359135,-0.05805532,-0.16892362,-0.52199286,-0.18060651,0.8679905,0.27316272,0.12919725,-0.014572607,-0.030434761,-0.14020944,0.5659797,-0.058095373,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00811,-0.25301388,-0.121453464,-0.10307009,-0.06526349,-0.08967191,0.13134381,-0.113725156,0.21858066,1.0472206,0.25259167,-0.33974227,-0.0010503861,-0.1812594,0.008356882,-0.062190928,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01920,-0.28682742,-0.11572409,-0.13169904,-0.060786106,-0.04039049,-0.4490681,-0.07907286,0.46009076,1.0209765,0.39263552,2.2019312,0.004205194,-0.21256542,-0.13998114,-0.015914597,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04967,1.3554327,0.3200546,0.4165225,0.5761288,-0.023025753,-0.7049788,-0.0896509,-0.15616834,-0.41339302,-0.26740605,-0.3246039,0.17700186,0.1080538,0.076725736,0.113597654,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05723,-0.28202978,-0.10972214,-0.05552281,0.0932044,-0.16231215,-0.123856336,-0.15412104,0.30295187,0.020275481,0.1779051,-0.3808584,0.009903279,-0.18101966,-0.12196712,-0.13501427,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01606,-0.2793931,-0.15983063,-0.06383682,-0.00306908,-0.074790776,0.013533564,-0.03912184,-0.10255277,0.76023877,0.15302284,-0.32380956,0.035064485,-0.22886118,-0.10783689,-0.051881768,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01368,0.4118771,-0.06325567,0.2957149,0.8383303,1.4185451,-0.6588403,1.0759178,-0.15960374,-0.3750903,-0.4078181,-0.36005074,0.11038223,0.34471685,0.0014128215,0.18193236,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05782,-0.5731835,-0.7485351,-0.6981338,-0.6273889,-0.6862203,-0.99019635,-0.63367945,-0.18492565,-0.7389904,-0.78368634,-0.35366768,-0.8380554,-0.6964428,-0.6825181,0.064188145,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00194,-0.21338205,-0.19335318,-0.19897269,-0.1702472,-0.28441805,-0.7117323,-0.14348158,-0.22755212,-0.40113696,-0.46216327,5.3021216,0.028107312,-0.11603463,5.5150537,-0.12207029,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06155,-0.0996141,-0.13163966,-0.18611844,-0.10836313,-0.232155,-0.7216872,-0.16899946,-0.20916072,-0.41787457,-0.047049213,-0.38724673,-0.0012579295,-0.1091488,0.31466717,-0.064225174,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00215,0.17416094,0.5905517,1.5271269,0.013569079,-0.25070563,-0.72390014,-0.19968772,-0.12363714,-0.42507055,-0.3131562,-0.3463963,0.24650756,-0.06560123,-0.17160176,0.09736862,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07472,0.18349062,0.16935086,0.15369545,-0.1393764,-0.23111102,-0.72563607,-0.20343083,-0.21302357,-0.43352795,-0.1849746,-0.41755906,-0.029396448,-0.17416775,-0.16296302,-0.13770112,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01607,-0.2777918,-0.13190371,-0.15779735,-0.10638706,-0.05824226,-0.3629028,-0.060835097,2.4394586,0.38614774,0.15712501,-0.32914922,0.013276604,-0.23078987,-0.09171216,0.029690348,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05023,0.19344191,-0.0870893,0.22494297,0.22437987,-0.14766473,-0.72238255,-0.1406306,-0.17829266,-0.39724377,-0.32120353,-0.36704734,0.04679587,-0.0237177,0.18532766,0.08057722,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01857,-0.012245071,-0.121141315,0.18015926,-0.07301537,-0.2528725,-0.74603635,-0.19108194,-0.24907446,-0.4472595,-0.3850635,0.13922067,0.020443287,0.38270968,-0.17518012,-0.04570762,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02241,0.60859805,0.3109241,-0.06515492,0.17287329,-0.1924133,-0.7344016,-0.17065185,-0.20091087,-0.43055058,-0.36123917,-0.38729745,0.13612124,-0.07990998,0.007755769,-0.0708966,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00813,-0.1577516,-0.13625693,-0.021345088,0.057922386,-0.080899835,-0.48206696,-0.10749057,0.92422926,0.47447276,-0.19137459,-0.3579957,0.04267701,-0.13055354,-0.11690335,-0.059336938,BM-Her2N75-15
BM-Her2N75-15_scene017_cell08027,-0.15532567,-0.22940034,-0.12743689,-0.043207444,-0.25810134,-0.74484026,-0.19598684,-0.24911234,-0.43209785,-0.26796842,-0.41283396,-0.044812832,-0.19786876,0.055694412,-0.040216245,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05392,-0.09711777,-0.17389858,-0.11775441,0.0457355,-0.14657003,-0.72149014,-0.16717485,-0.18130657,-0.39197266,-0.118981704,-0.38672575,-0.014971766,-0.105600774,0.13922854,0.09324648,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01725,-0.215643,-0.12992358,0.05743258,0.18956944,-0.002738716,0.5256263,-0.08291039,0.41928554,0.4291227,0.030984296,-0.29486775,0.072627634,-0.09245014,-0.082412824,0.047121786,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06076,-0.1472482,-0.15725589,-0.15869136,-0.049845256,-0.2684464,-0.7211525,-0.24302104,-0.19911891,-0.4432268,0.37325984,-0.42633757,-0.006302032,-0.1191017,0.15903129,-0.17928675,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01396,-0.30036503,-0.18403268,-0.17913122,-0.18786919,-0.18507314,-0.2959713,-0.13634512,0.45953608,0.48450994,0.19920464,-0.18014793,-0.034770343,-0.3137854,-0.21755002,-0.20000842,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07035,0.14389662,0.11661458,0.23321043,0.107187055,-0.2459529,-0.7538251,-0.20574659,-0.17790127,-0.4462021,-0.3183363,-0.41227376,-0.060140762,-0.17412281,-0.07137613,0.06313308,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04869,0.33852166,-0.17840081,-0.036482226,0.13136491,-0.117857635,-0.7268516,-0.15138629,-0.13378644,-0.362165,-0.08339171,-0.35891792,0.044519033,-0.040316224,0.18618299,0.25479594,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02519,0.39733994,-0.08443344,0.2054479,0.23316118,-0.11538118,-0.72364885,-0.17519587,-0.18063897,-0.45347506,-0.29973504,-0.37459624,0.0025093225,0.11787784,0.01603396,-0.026195563,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05672,-0.2639283,-0.14498788,-0.06332142,0.101595126,-0.18996051,0.010615321,-0.16567636,1.3489691,0.3721032,0.06972732,-0.405151,-0.01647595,-0.13392484,0.023911012,-0.13240239,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06895,0.6925877,-0.12564838,0.07661217,0.279857,-0.12868893,-0.62528265,-0.16211188,0.19278938,-0.098705344,-0.11672847,-0.39358872,0.03149536,0.1189329,0.21679308,-0.055034794,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01539,-0.2768921,-0.13923264,-0.1594866,-0.12605551,-0.13134217,-0.27101317,-0.11525312,1.5409333,1.2410934,0.31194562,-0.3448852,-0.011424216,-0.2669896,-0.13439898,-0.13816485,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01065,-0.22829686,-0.121080756,-0.2350742,-0.20140642,-0.20526212,-0.4176238,-0.104362875,0.0045446726,0.2568547,0.38561863,-0.31700915,0.07992771,-0.3284922,-0.21648337,-0.27436885,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06951,-0.2791073,-0.17276174,-0.15474702,-0.13569102,-0.23327017,-0.20203343,-0.19190946,0.8919468,0.4700259,-0.073344275,-0.40951598,-0.04625169,-0.28243208,-0.092323646,-0.13821998,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07765,-0.11157192,-0.14914626,0.076689236,0.14900264,-0.21004042,-0.7387908,-0.20536333,-0.20109367,-0.4115185,-0.0085182665,-0.3950738,-0.061848912,-0.18171036,-0.07392608,0.017423771,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07469,0.114656314,0.015482489,0.025475493,0.093550704,-0.10464913,-0.5797188,-0.12292251,-0.15987718,-0.23368602,-8.868848e-06,-0.36628944,0.019877758,-0.011091887,0.79476416,0.021584772,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07021,-0.21115176,-0.11722034,-0.11118419,0.10263004,-0.047429442,-0.66708195,-0.18075064,0.3069427,0.0019959293,0.29765457,-0.30137447,0.011886624,-0.05192703,-0.075171575,0.141574,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04691,0.23639612,-0.1733486,-0.15013726,-0.13810483,-0.2568863,-0.7329678,-0.19392624,-0.23828599,-0.41051522,-0.19546364,-0.3853446,-0.061891768,-0.058517516,-0.08676396,-0.078984536,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04196,-0.23530592,-0.04977506,-0.12623067,-0.041096725,-0.14913565,-0.2369788,-0.15748829,1.5982901,0.3365898,0.13685216,-0.046142925,-0.01717231,-0.18612796,-0.028108941,-0.1684657,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04488,-0.022399615,-0.13063073,0.06798517,0.04804846,-0.14324325,-0.69351333,-0.13079378,-0.1552544,-0.2902514,-0.18571632,-0.34738767,0.056382563,0.04231745,0.40523744,-0.0600029,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02541,-0.2885229,-0.1516161,-0.070227034,-0.018090166,-0.15735328,0.40268692,-0.13201258,1.1692666,0.2569914,-0.08697127,-0.32697648,-0.030797694,-0.3127478,-0.16011725,-0.14263973,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06503,0.092371985,-0.11093593,0.14147459,0.5753786,-0.093952835,-0.72426337,-0.16956815,-0.16509223,-0.42227557,-0.10518305,-0.3879226,0.03222343,-0.003102659,0.49357104,0.17058554,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04553,-0.31346488,-0.29468817,-0.30124858,-0.41090846,-0.42340901,-0.55793595,-0.19364169,-0.04378063,-0.2626191,-0.5469424,-0.40416107,-0.14180914,-0.47655612,-0.24826686,-0.35847476,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00553,-0.2992929,-0.18185449,-0.13913877,-0.10770515,-0.20171705,-0.0041118544,-0.13145581,0.72167706,0.46885383,-0.021716224,-0.3777866,-0.024975155,-0.2697867,-0.21471505,-0.18764398,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00893,-0.30072385,-0.19775909,-0.19661255,-0.18849173,-0.23147643,-0.31605914,-0.17622444,0.09839165,0.5414666,-0.039352644,1.415358,-0.059712682,-0.3363775,-0.23423932,-0.24331638,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07094,0.16890459,0.5094835,0.61016965,0.025940858,-0.20077282,-0.7372928,-0.20862195,-0.17667744,-0.4282544,0.10202403,-0.32029298,0.13891026,-0.19141412,0.02290727,-0.070439436,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02812,-0.260345,-0.14374274,-0.01916922,-0.002979375,-0.13462174,1.257145,-0.09582636,-0.017975153,0.3527193,-0.17177366,0.3878066,-0.025755439,-0.29423255,-0.12449412,-0.14254507,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05112,1.1893393,0.075481355,0.40931535,-0.115123965,-0.2996111,-0.70309,-0.23413739,-0.16961905,-0.40488827,-0.11855577,-0.38481173,0.1287516,-0.24956709,-0.22388212,-0.13545856,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03102,-0.21115078,-0.13178653,-0.120782144,-0.07523773,-0.07898337,-0.11844882,-0.1046786,1.1397867,0.87954915,0.1833644,-0.35418046,-0.07252166,-0.28561643,-0.12161623,-0.037058033,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04782,-0.12442596,-0.11413765,-0.11386932,0.020216309,-0.1176517,-0.6621559,-0.20299247,0.58714366,-0.18068503,0.36292976,-0.37328008,-0.011371228,-0.112676024,-0.12925576,0.032987557,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01002,-0.31576386,-0.20766419,-0.1949295,-0.23154375,-0.22505072,-0.05856034,-0.1575256,-0.14322159,0.6409919,-0.04035609,2.4400434,-0.041783664,-0.32775596,-0.19547813,-0.21792144,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01421,0.15517966,-0.25903073,-0.15402694,-0.07287935,-0.21385327,-0.72854304,-0.21132454,-0.2037572,-0.39718595,-0.14364658,-0.39322022,-0.062176798,-0.20510983,-0.14190684,-0.025857963,BM-Her2N75-15
