"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0134879406307978,0.983803339517625,0
"2.5%",0.00895176252319109,0.972170686456401,0
"50%",0.012987012987013,0.984230055658627,0
"97.5%",0.0176406926406926,0.992578849721707,0
