"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.035875,0.951847222222222,0
"2.5%",0.0293865740740741,0.938090277777778,0
"50%",0.0356481481481482,0.951388888888889,0
"97.5%",0.0430787037037037,0.965277777777778,0
