"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0700787037037037,0.998111111111111,0
"2.5%",0.0613310185185185,0.994444444444444,0
"50%",0.0701388888888889,0.998611111111111,0
"97.5%",0.0773148148148148,1,0
