"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.010834879406308,0.927179962894249,0
"2.5%",0.00709647495361781,0.905287569573284,0
"50%",0.0105132962275819,0.928571428571429,0
"97.5%",0.0161100803957947,0.943460111317254,0
