,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,Ki67_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell04093,0.4395478333808461,0.5123030676597012,0.566442570931941,0.5949523456713979,0.5650827159360762,0.20237770811238215,0.45414223564449596,0.08100122646088344,0.04506514073696592,0.3410490051765117,0.09016292485678915,0.7940007138096384,1.3066491515526053,0.7159755597436477,0.44894219612540504,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04072,0.38911964113412617,0.5261661015253837,0.9989007052755021,1.0948746701240726,0.6382462336807293,0.1974044729768409,0.41372286711237605,0.10216820815889567,0.09000848896950857,0.34548586454902025,0.07535821064460299,0.8175830301999989,0.6651111847696857,0.6403174690139787,0.9767565010066955,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01207,0.5689456744909489,0.6166867623805633,0.6451014812351406,0.6622788966363944,0.4626254416845556,0.20448702600161023,0.43740491256596026,0.08939426402638187,0.07831715061010532,0.3589112810726205,0.11585327793116758,0.8198435914876819,0.5693758575027209,0.4953380354188214,0.5375350361792606,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02528,0.314302521470943,0.6418542416980487,0.5972080408229674,0.6489767018400537,0.6473346841083389,0.4521567356106033,0.4983615651588237,0.29786334397327097,1.0460111307417406,1.1663666659289216,0.16212808296082293,0.8195315152986773,0.46033528760523423,0.6208919510579882,0.5977500327907054,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03451,0.8344631477109531,0.6182789477244165,0.7452399816552343,0.9180877727598019,0.5664119373936032,0.21131467609877735,0.4558698341941681,0.09559418985544835,0.08473668541715429,0.34349967264545656,4.152001455160857,0.8261723304251344,0.536953108586684,0.8044760677333146,0.7401515699535038,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00440,0.4259486713852143,0.5698354893585114,0.6666640668110183,0.6006212037599185,0.5577786942972214,0.2248949102899975,0.47121362130431604,0.10316295241213864,0.07841673395658116,0.3544436795732686,0.1191384475536584,0.886291001388023,1.028211939084634,0.7842578009182755,0.5575434110730488,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05087,0.4474766720987721,0.5914452206707321,0.6104671896934117,0.6226882234153946,0.6037135704321844,0.35168823435788116,0.5026369129281605,0.20551135674669804,0.2681367887332903,0.6419055956681261,0.13475360447978885,0.8737449185463811,0.5381642906521397,1.0727026506057538,0.6153151243038579,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07124,0.7865132622863087,1.5321283780808015,0.98446830129901,1.4940760692851263,0.5858620762833536,0.2095180102779362,0.44658444022129606,0.12895628436490503,0.08930260517024553,0.36228490877870134,0.062074444486461725,1.0038510879489844,0.8742384298869473,0.5262727347520515,0.6098801563357246,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05046,0.5741952314317957,0.5572602787085172,1.3753839605346363,0.7893912979324545,0.862312139550125,0.2104902316405357,0.4377670222191115,0.13196529656617118,0.27368627514318034,0.3503934964015346,0.1295140874420152,1.0907015233377175,0.8270522068720219,0.8188533066142303,1.6444539033775967,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03222,0.5805948472020942,0.5574159703443499,0.552688283042051,0.5979244348600862,0.5728977817028975,0.5589391502241697,0.48846454973775716,0.38688218706400856,0.471134914061799,1.362487326932331,0.11199330714499824,0.7514602430354665,0.4120206916171451,0.6029147990362237,0.48291046494123807,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02328,0.4863199071122648,0.5234867866496168,0.5958855542818254,1.012802222964998,0.4755501297747758,0.22442249410815018,0.38765689028926914,0.1165815189987095,0.05791190454901251,0.38182866961396505,0.06380728968544414,0.7371138085379335,0.6093922343573769,0.694648905837898,0.5591538347727751,BM-Her2N75-15
