,HER2,Vim,CD20,CD3,CD31,CD4,CD44,CD45,CD68,CD8,PD1,PDPN,aSMA,CK14,CK17,CK19,CK5,CK7,Ecad,ER,Ki67,LamAC,PCNA,pHH3,batch
JE-TMA-41_scene01_cell2077,0.48487255,1.7101372,5.287051,1.3209205,24.912464,10.390001,2.2955992,0.84016633,1.0636177,8.715638,0.10179535,0.5065931,0.0,0.66958296,0.008510997,0.3652197,0.004559941,0.11211402,0.5199283,0.20975469,0.104664885,0.6862481,0.00041061654,0.0010463422,JE-TMA-41
JE-TMA-41_scene01_cell3182,0.76466537,19.987091,4.6247115,2.0761826,3.5477078,45.658226,1.8561488,1.1759135,2.3678293,8.307998,1.228634,5.0153494,3.2189512,0.94856817,0.8611143,0.3761007,0.16805406,0.1137782,0.5519125,0.6692879,0.25058946,0.75766754,0.4561155,1.9351897,JE-TMA-41
JE-TMA-41_scene01_cell2387,0.5311257,12.894058,5.8683114,1.9817439,4.089707,6.4344153,1.4727153,1.1811049,1.8104366,3.7923768,0.43394437,1.6093799,1.2925711,0.9741083,0.09618872,0.35562462,0.036035344,0.16426986,0.53359574,0.72235733,0.17318891,1.0157806,0.23734286,0.83804667,JE-TMA-41
JE-TMA-41_scene01_cell2004,0.2789651,6.9550495,4.2016354,1.3830966,5.6606135,3.3476527,1.914743,0.9984447,0.15563118,0.54180795,0.027259631,0.14811635,0.027799128,0.31828392,0.0,0.35047337,0.00042303908,0.06241313,0.53886366,0.119584404,0.84723526,0.7888687,0.0044381027,0.0,JE-TMA-41
JE-TMA-41_scene01_cell2704,0.62258625,4.8260174,25.623707,0.9931499,4.2277174,2.4023986,1.7669024,1.4347566,4.010972,1.0265148,0.5224311,11.647292,0.72308093,0.9270709,0.08422681,0.35725582,0.04824922,0.1751364,0.5366568,0.5185689,0.19618131,0.76346684,0.20010237,0.520202,JE-TMA-41
JE-TMA-41_scene01_cell1970,0.54316074,0.6400758,36.699646,1.108395,2.2539382,1.5851068,0.53998995,1.4014206,1.8041333,0.7859733,0.5762329,0.71284187,0.39223385,1.1116309,0.0982725,0.35370868,0.07201249,0.16425091,0.5954866,0.5482834,23.03424,0.7604169,9.730978,0.7993314,JE-TMA-41
JE-TMA-41_scene01_cell365,0.48392802,2.3528972,39.430904,1.2350026,1.1537223,4.933904,0.84735155,1.1175922,7.131167,0.88292325,3.4696372,2.1630192,0.0055980124,0.9096881,0.0,0.3532399,0.08747636,0.11287325,0.7893437,0.32529628,2.3206828,0.7245024,1.1665868,4.040311,JE-TMA-41
JE-TMA-41_scene01_cell1513,0.00046903282,4.697301,8.996749,1.2253766,4.9146643,13.133033,2.231714,1.1264902,0.9823771,1.0101545,0.4997897,0.0043583415,0.0,0.0008243063,0.0,0.3735122,0.0,0.0030108711,0.6290414,0.0,0.055792525,0.74291956,0.0,0.0,JE-TMA-41
JE-TMA-41_scene01_cell788,0.49574518,0.27437714,47.92613,1.0987002,1.5267465,1.5078701,0.6989397,1.1755232,0.30571228,0.9542115,1.4260731,4.3753557,0.00028282506,1.0660683,0.0037205678,0.34621045,0.1375458,0.12063859,0.61689645,0.60218513,11.927877,0.7082294,2.2135348,0.55512184,JE-TMA-41
JE-TMA-41_scene01_cell1438,0.6855009,4.092386,3.9671652,1.026261,2.5174232,2.6701229,0.62027854,0.8517502,0.88315254,0.5941494,0.24555925,1.3279861,0.7793561,0.90174395,0.6162538,0.37432656,0.11891137,0.12648802,0.5440457,0.5819037,0.8703875,0.706556,0.64596826,3.1731534,JE-TMA-41
JE-TMA-41_scene01_cell2057,0.5191066,7.712456,14.000934,1.2815614,5.4234242,5.843891,1.6996063,1.1499463,1.7735424,1.2530761,0.43367216,0.07401703,0.07463729,0.7724962,0.003332711,0.34789464,0.011778994,0.12587982,0.5586645,0.534575,0.31840235,0.8003529,0.30148178,0.21484894,JE-TMA-41
JE-TMA-41_scene01_cell2446,0.5192492,8.976668,5.456948,2.8119268,3.8579886,11.305143,2.7444632,1.3509042,1.0447521,1.9131716,0.23979168,2.580188,0.84824604,1.0200076,0.134619,0.3525439,0.075230055,0.16743487,0.5418453,0.8969947,0.53816736,0.8158188,0.37423968,0.8542442,JE-TMA-41
JE-TMA-41_scene01_cell634,0.4994827,0.86769253,42.5413,1.1687144,2.984683,2.1479633,0.52272296,1.0535854,0.5595682,0.6482989,4.4283643,5.729755,0.029715303,1.1893175,0.060007166,0.3492386,0.14683776,0.12359455,0.71161604,0.51639473,1.7135242,0.72065985,0.5552548,0.78188485,JE-TMA-41
JE-TMA-41_scene01_cell1095,0.48384404,0.28269795,43.93581,1.5208746,1.6354562,6.8616443,0.62636447,1.2817572,0.33045644,1.0193193,11.494366,4.1068263,0.0,1.1127075,0.011239497,0.35449314,0.120225966,0.12577313,0.59557426,0.488762,0.9769968,0.7341555,1.1332492,0.4448907,JE-TMA-41
JE-TMA-41_scene01_cell863,0.49636015,0.24379112,47.50875,1.1162024,1.3479441,1.1850394,0.64908284,1.1956947,0.3243215,1.1581674,1.2366941,2.7856355,0.0046321666,0.9043367,0.011933855,0.34775248,0.15375844,0.11772208,0.6016368,0.45446265,10.904185,0.70998704,2.9596725,1.1267726,JE-TMA-41
JE-TMA-41_scene01_cell2940,0.46553597,16.564606,7.397978,2.7039158,6.2920847,12.361234,3.6906,1.46652,0.12866078,3.432602,1.2244513,1.2377045,2.3633442,0.88746274,0.19980127,0.34806132,0.094879575,0.11535826,0.55765337,0.656737,0.38997063,1.2404937,0.3397938,1.7261212,JE-TMA-41
JE-TMA-41_scene01_cell3617,0.56641304,2.3119886,5.776817,1.1811099,1.3089415,4.226713,1.1437353,0.8991882,0.66875,0.76240724,0.32558346,3.2918026,0.33442256,48.218266,47.432903,0.37789387,20.112503,0.17348617,2.306527,0.48678926,0.23193058,0.8062804,0.6276831,0.55051476,JE-TMA-41
JE-TMA-41_scene01_cell1731,1.0114716,9.444764,8.394679,1.9406849,4.344435,8.693957,4.234187,1.5475622,2.4502633,1.7183802,0.7305251,6.8781996,2.6744056,1.2865638,0.554168,0.36644968,0.13472685,0.1799862,0.5856442,1.032193,0.6122246,0.83462745,1.085405,3.243213,JE-TMA-41
JE-TMA-41_scene01_cell2555,0.6882742,3.719841,4.899643,1.2021196,1.9490027,5.0758567,0.68033963,0.99591786,0.44985604,0.5724408,0.2260991,3.6710696,0.6916345,0.5361558,0.31349137,0.36684042,4.706891e-05,0.11044545,0.5425857,0.85856956,0.12735929,0.7514194,0.41625786,0.19355473,JE-TMA-41
JE-TMA-41_scene01_cell3239,0.490177,12.91746,4.7375674,1.6164379,1.1345158,12.315435,1.3430448,0.98271483,0.9451521,2.1039221,0.57236624,4.4989023,1.5110458,0.9947267,0.11134153,0.35494155,0.13698679,0.13249058,0.5521291,0.40123832,0.11118607,0.94620544,0.42695248,0.9787386,JE-TMA-41
JE-TMA-41_scene01_cell1076,0.6235423,3.7566845,33.171593,1.6292199,5.1597133,7.2709045,2.6562228,1.3409078,1.3895768,1.040016,2.3286793,4.625552,0.22055657,0.9941021,0.11052645,0.3736619,0.1350969,0.13157363,0.6343134,0.3825064,0.09721534,0.74146366,0.5512734,1.1205664,JE-TMA-41
JE-TMA-41_scene01_cell2542,0.5297519,25.118792,7.5673614,1.9045796,2.9290376,11.947791,1.4095923,1.252678,0.85767573,1.4254848,0.5838092,1.1675959,1.9297055,0.8756708,0.2095454,0.36317635,0.7981875,0.14087097,0.5347315,0.75670284,0.16438408,0.97184676,0.15267766,0.20925897,JE-TMA-41
JE-TMA-41_scene01_cell2411,0.5349267,12.854934,4.9986453,3.3176916,2.179316,20.42236,3.307813,1.4679171,0.64710397,3.0783572,0.38156757,5.311641,1.429623,0.92728066,0.061396174,0.3499231,0.040300608,0.15654245,0.5504351,0.84858763,0.16562317,0.8205227,0.18120958,0.27968726,JE-TMA-41
JE-TMA-41_scene01_cell977,0.47574216,1.605163,47.513412,1.1468986,2.5812712,2.5513844,1.5915536,1.365724,1.1247325,0.9305823,2.0669155,2.9167476,0.0,1.1141179,0.0045300466,0.3501984,0.08987824,0.12517643,0.6261237,0.5725613,1.9327556,0.7319147,0.98951244,0.6606358,JE-TMA-41
JE-TMA-41_scene01_cell1518,0.4480722,2.6646502,9.746817,1.3219721,3.278747,1.5147136,0.8050354,0.9005576,0.3008506,1.8665527,0.6743238,0.42061758,0.26518658,1.0586712,0.293374,0.3530434,0.12778638,0.12938504,0.5154024,0.3590571,0.143704,0.6954909,0.47760502,0.40965033,JE-TMA-41
JE-TMA-41_scene01_cell2332,0.5708774,8.427578,5.082361,3.4171903,4.5439405,30.88856,2.696807,1.5870901,0.88143426,2.3625083,0.5186704,0.9382259,0.6462662,0.957162,0.037591897,0.35888502,0.03459964,0.15514655,0.54271626,0.85949516,0.1852215,0.78908426,0.2802339,0.81681687,JE-TMA-41
JE-TMA-41_scene01_cell1183,0.55007744,2.9667625,34.23768,0.97935104,3.4908245,1.1367247,2.877397,1.1014132,1.1363482,1.0560224,0.5665562,2.019053,0.0049630357,0.96087444,0.013903758,0.35885498,0.11291361,0.1285925,0.56384665,0.2939397,0.08305318,0.75973314,0.45718387,0.934657,JE-TMA-41
JE-TMA-41_scene01_cell2294,0.017073425,2.8874772,3.9452226,1.0900116,1.0730377,3.5681324,0.58671105,0.78956515,0.0014682026,0.0,0.02122548,0.0,0.0,0.0772969,0.0,0.34607,0.0,0.031883795,0.4967005,0.048139516,0.90193045,0.7416899,0.005475031,0.0,JE-TMA-41
JE-TMA-41_scene01_cell3345,0.7187823,4.462599,12.982605,1.0437925,3.99079,2.2645195,1.7726438,1.095039,1.4972705,1.1755632,1.8660121,10.735974,1.247457,9.647765,7.5877237,0.8239358,14.28732,0.35460684,1.5286254,0.8981513,28.333168,0.7933656,3.33404,1.995157,JE-TMA-41
JE-TMA-41_scene01_cell235,0.54995686,3.644483,18.022,1.3110709,4.7519164,7.345618,0.8877195,1.1833926,1.2331811,1.1868644,8.413966,3.292341,0.0017996527,0.91024023,0.018956594,0.3870166,0.12720805,0.12184942,0.832719,0.47772127,0.5622233,0.86615056,0.59107935,0.40034097,JE-TMA-41
JE-TMA-41_scene01_cell1341,0.45751116,3.1461167,17.643038,1.420718,5.705252,3.2719846,2.5964732,1.1962777,3.0507848,0.9796302,1.4686981,0.08770521,0.0070475107,1.0013976,0.0013241675,0.36419913,0.07695061,0.114530355,0.5697921,0.27270967,0.19143766,0.7594055,0.4714018,0.9849834,JE-TMA-41
JE-TMA-41_scene01_cell42,0.46045545,1.8743442,10.094826,1.0299747,1.5540186,1.7696685,0.5957437,0.8408495,0.6598134,0.47008517,0.7805454,0.38241798,0.11982837,1.1346433,0.1578811,0.34781483,0.14125712,0.12245466,0.8350335,0.46475524,0.30311346,0.6812022,0.4323142,0.83139455,JE-TMA-41
JE-TMA-41_scene01_cell1844,0.57721746,4.085831,4.1519184,1.5186802,4.3225455,17.892895,1.7916512,1.0264657,0.38908747,4.878978,0.48908782,1.275244,0.02093985,0.801734,0.044953853,0.4037154,0.034022506,0.12690897,0.5226444,0.3343365,0.26836088,0.7339382,0.066439755,0.5282566,JE-TMA-41
JE-TMA-41_scene01_cell1429,0.6620596,2.880111,21.720808,1.783653,3.2775385,9.127615,2.6332748,1.4128668,1.1105447,1.1590956,1.2905673,5.6133924,0.6323965,1.0181707,0.31057635,0.38064134,0.13655558,0.1354233,0.60951585,0.45901752,0.053948186,0.72493684,0.5438398,0.9526806,JE-TMA-41
JE-TMA-41_scene01_cell2686,0.72216475,5.102259,40.45522,1.1965588,4.850592,3.1462235,2.6524465,1.7353181,1.3971758,1.0673534,0.63195395,14.328617,0.35300648,0.93986195,0.13299842,0.35861826,0.054487187,0.1682475,0.55190235,0.6363938,0.35662025,0.7718132,0.43282467,0.93801194,JE-TMA-41
JE-TMA-41_scene01_cell2056,0.45444176,4.0089207,7.9304585,1.3721026,5.7923875,5.5954137,1.2424492,1.00965,1.9157895,0.6136187,0.17343068,0.24635714,0.20827007,0.8941678,0.04342814,0.34845203,0.0624385,0.14259146,0.5260397,0.45931515,0.9494417,0.74292594,0.18693788,0.5711569,JE-TMA-41
JE-TMA-41_scene01_cell1867,0.45339924,8.8151245,8.983033,1.4138697,10.988167,5.632866,2.3154733,1.2583101,4.0188975,1.3479712,1.064127,41.60071,0.072169326,0.95748395,0.0010591423,0.35244286,0.024416039,0.111206114,0.5600478,0.60150075,0.1886866,1.1381619,0.29955503,0.6675504,JE-TMA-41
JE-TMA-41_scene01_cell1276,0.7274749,3.105808,5.6211267,1.1532887,10.661993,2.3584788,1.0194168,0.8934101,0.5171073,0.5091364,0.32312876,0.3018545,0.40428045,0.80845183,0.18067132,0.4175333,0.051051956,0.13085014,0.5235928,0.34376788,0.2240082,0.75406617,0.37602273,1.9099661,JE-TMA-41
JE-TMA-41_scene01_cell1335,0.6063964,0.53319454,40.745113,1.3213046,1.4298822,3.322372,0.5750349,1.5009758,1.0399466,1.287709,2.2624726,0.48826662,0.00051744934,1.0412536,0.002205102,0.36603814,0.04037439,0.11172972,0.60271895,0.49962336,15.719975,0.75520676,7.662519,0.7611508,JE-TMA-41
JE-TMA-41_scene01_cell3151,1.5045227,7.5464706,11.381671,2.1895356,2.753504,21.188055,3.3267562,2.663012,0.5596785,1.6450788,4.5076494,13.728776,0.12479607,0.77022487,0.11777574,0.3649312,0.02472192,0.106955186,0.5919134,1.4436852,1.4695109,0.7663598,1.9045193,0.013612788,JE-TMA-41
JE-TMA-41_scene01_cell1656,0.47976238,4.2025924,12.9558115,1.1857659,1.684983,4.6732545,1.3414191,0.940931,0.38989484,0.6509718,0.89139944,1.3738651,0.21772027,0.89738786,0.057478175,0.35122842,0.10709269,0.12852548,0.5494709,0.47383842,0.4655746,0.7235326,0.41475284,1.0630089,JE-TMA-41
JE-TMA-41_scene01_cell2006,0.48313057,1.3360738,4.122811,1.2526923,11.626805,14.110322,2.3368416,0.89769655,0.54784465,9.536648,0.28875428,0.063696526,0.0066321683,0.9467638,0.059410814,0.36973336,0.04749884,0.1354369,0.50612336,0.32001156,0.13330887,0.6838241,0.012024476,0.23193601,JE-TMA-41
JE-TMA-41_scene01_cell1848,0.4974249,4.965304,4.4699574,2.5158806,7.872384,22.277302,4.7163186,1.3242246,1.2346876,5.5830264,0.35888,2.4813423,0.114157826,0.8604989,0.016196134,0.36616564,0.0145826945,0.13382348,0.55379564,0.39389014,0.2306036,0.8558368,0.050673325,0.02155675,JE-TMA-41
JE-TMA-41_scene01_cell3368,0.8889596,1.463155,7.6128693,0.905373,2.4649503,0.53822166,0.66817904,0.8687267,1.0858985,0.20012596,0.3484138,7.960308,1.537533,1.8898685,1.0275475,0.3560309,0.10568737,0.15854685,0.5304006,0.35258535,0.040429935,0.6972441,0.5746982,2.0920134,JE-TMA-41
JE-TMA-41_scene01_cell1200,0.4952754,2.287622,48.7161,1.1733946,2.3120263,3.25723,0.904628,1.4292253,1.180647,1.1795107,2.702147,2.9882588,0.0026988534,1.015676,0.001375134,0.35650587,0.081256166,0.12201785,0.5881906,0.5334298,1.6326098,0.71573025,1.0118434,0.15932618,JE-TMA-41
JE-TMA-41_scene01_cell2289,0.17081437,2.8220427,4.2908397,1.0923105,2.725027,2.6814048,0.7877554,0.8354719,0.06966705,0.002532235,0.11989886,0.0,0.0,0.22895193,0.0,0.34854415,0.0,0.0404427,0.5192969,0.04963083,2.3625712,0.6752267,0.021349885,0.0,JE-TMA-41
JE-TMA-41_scene01_cell2146,0.5086734,7.1142945,4.2271895,1.0174468,2.076735,1.5750334,0.68753284,0.78100884,0.11369075,0.38338244,0.033544693,0.22324139,2.0203042,0.6943157,0.010815785,0.34151652,0.04135396,0.12375991,0.49877834,0.629533,0.16816883,0.9780733,0.24693179,0.99911577,JE-TMA-41
JE-TMA-41_scene01_cell93,0.4999061,4.488359,22.117994,1.0537491,2.5572574,3.307806,1.6847981,1.0036016,1.3904598,1.0330812,0.25072923,7.629732,0.007658408,0.9925582,0.014617277,0.35154864,0.17195766,0.15407728,0.8530921,0.50191987,0.2738848,0.7684115,0.44907025,0.7141075,JE-TMA-41
JE-TMA-41_scene01_cell1497,0.48937368,1.4180684,28.97241,1.0973902,7.999674,1.3095831,1.8043352,1.3237594,1.0370375,1.2312198,0.41536123,4.506444,0.0,1.0073817,0.0015136367,0.36059022,0.06424906,0.13368383,0.58693564,0.67001414,3.9708784,0.87358415,2.4008334,0.7644384,JE-TMA-41
JE-TMA-41_scene01_cell859,0.59461343,2.2551675,40.70708,0.9974198,6.2881775,2.138166,2.0775928,1.2196932,4.318292,1.17831,0.71671814,6.6413326,0.026677711,0.866539,0.005014533,0.36932915,0.078727156,0.1131775,0.7222229,0.26960325,0.100814156,0.7249174,0.52738553,1.0282205,JE-TMA-41
JE-TMA-41_scene01_cell3506,0.52461886,9.618878,12.248661,1.2147646,4.8814783,4.7300797,2.7753038,1.1135066,2.1749241,0.6990778,0.5589275,7.540707,1.3869632,1.2131088,0.81927854,0.35411543,0.08689894,0.14091223,0.56456053,0.27631176,0.027379561,0.7625842,0.28541097,1.3556547,JE-TMA-41
JE-TMA-41_scene01_cell725,0.50891715,0.29483378,42.463387,1.0972946,3.791391,1.9786303,0.7112684,1.1125602,0.93667215,1.0880986,2.1126292,2.2954314,0.0001518105,0.94216,0.028409017,0.35309157,0.1239188,0.11142511,0.81411725,0.3773578,4.460534,0.768798,1.3536037,1.3085717,JE-TMA-41
JE-TMA-41_scene01_cell519,0.5246616,1.5872401,40.267075,1.3125856,4.936579,8.674867,1.7092235,1.3100172,1.5116359,0.93926954,11.895001,2.0984015,0.0,0.80314165,0.0033188164,0.37461555,0.06670363,0.11994562,0.8924737,0.28867355,0.3406369,0.7369398,0.5029458,0.60093766,JE-TMA-41
JE-TMA-41_scene01_cell3310,0.24118276,6.8668046,9.47851,2.1850786,4.8720293,13.414355,3.3787708,0.953106,0.8786597,1.1656235,1.3502069,25.116821,0.7864206,1.022168,0.60589653,0.36069143,0.07723372,0.12987685,0.5981568,0.0047090654,13.760613,0.7705811,0.02214048,1.738122,JE-TMA-41
JE-TMA-41_scene01_cell3188,0.708494,11.771325,7.923089,2.538546,10.090243,17.633959,6.192561,1.7069994,1.7672123,1.2439401,1.4619213,26.811375,1.0913749,1.0470959,0.81853986,0.36656532,0.0739008,0.12968993,0.5950777,0.36149403,0.0357515,1.197129,0.67517805,0.9792486,JE-TMA-41
JE-TMA-41_scene01_cell140,1.0727938,9.025413,10.364344,1.1202164,2.3991294,5.1228113,5.403575,1.1774883,0.0,0.33747393,5.3185096,0.0,0.0,3.0176795,0.0,0.36339873,0.0,0.2061238,0.6887538,1.5892401,0.44827592,0.8374865,1.9147594,5.0705004,JE-TMA-41
JE-TMA-41_scene01_cell2055,0.4640734,4.7358932,4.3637514,1.4997652,4.088717,11.800785,2.9950202,1.0643381,1.1063309,3.3086565,0.21642444,0.2687312,0.020921845,0.80353796,0.01532006,0.35115665,0.006487284,0.13157788,0.5418314,0.388463,0.3467567,0.7179575,0.006127278,0.0030888824,JE-TMA-41
JE-TMA-41_scene01_cell2762,0.63050675,2.4274232,35.789654,1.0678544,4.06636,1.7103252,1.7348523,1.5569397,1.3152047,1.0861334,0.5085657,8.135885,0.08348819,0.8489137,0.015588393,0.35426074,0.029211907,0.16960724,0.5399312,0.5087439,0.22960308,0.76426554,0.3172586,0.68234277,JE-TMA-41
JE-TMA-41_scene01_cell339,0.5146384,0.1736704,31.55531,1.0462135,1.8866166,1.5684865,0.5016017,1.1110321,0.8744901,1.1082531,1.1946867,1.0125284,0.0013583045,0.90820014,0.036324263,0.36137006,0.12588683,0.11501772,0.7031001,0.38700083,14.873957,0.7241141,3.0582976,0.94295955,JE-TMA-41
JE-TMA-41_scene01_cell2718,0.6331644,3.2593303,26.981705,0.96328527,4.0571375,0.5967234,1.1995338,1.2697908,0.46277508,0.8256265,0.433646,1.3067429,0.13494177,0.71378297,0.047511943,0.39441147,0.016734375,0.14602001,0.5197783,0.3211306,0.28588426,0.77352905,0.26833117,0.87767375,JE-TMA-41
JE-TMA-41_scene01_cell968,0.5028102,3.1364996,28.89025,1.0665478,3.8477778,3.300056,0.6319523,1.1377097,16.610098,1.3040873,1.0498412,0.35848352,0.0,1.0733719,0.0055219815,0.35022348,0.15733403,0.101971105,0.5932016,0.51744914,15.41783,0.73854524,2.9808955,0.9156476,JE-TMA-41
JE-TMA-41_scene01_cell949,0.62502766,4.7078876,37.77943,0.9984094,5.041895,1.1279484,2.6104414,1.2130092,1.1272228,1.0760169,0.58542705,4.762281,0.12581295,0.94274765,0.03218737,0.37143186,0.1092314,0.12609537,0.67587674,0.27537677,0.092015795,0.7326969,0.5822301,1.1332535,JE-TMA-41
JE-TMA-41_scene01_cell2934,0.57564354,7.288133,25.085463,1.493365,3.6053433,6.6100025,3.1187723,1.5591348,1.4660674,1.1510642,0.7232771,2.7102094,0.6020901,1.5715175,1.67767,0.3578149,0.08682737,0.14592175,0.5485147,0.6125833,0.45812452,0.80461985,0.45697397,0.7281766,JE-TMA-41
JE-TMA-41_scene01_cell1532,0.47052026,1.4963574,16.274807,1.2770003,3.0292718,4.4604564,2.3588,1.2535169,15.595553,1.787616,0.8875967,2.2938933,0.0,0.8286106,0.00274272,0.358337,0.047689773,0.10052976,0.5845418,0.58888394,3.289467,0.99350935,1.3773572,0.57155323,JE-TMA-41
JE-TMA-41_scene01_cell2218,0.56921506,7.082568,6.1524906,2.6574209,8.703428,19.555735,3.2424347,1.496833,2.7768474,3.4102533,0.42126673,1.9498684,1.4007655,0.9990361,0.07263466,0.35405445,0.066160604,0.1521321,0.5575003,0.7555113,0.16333085,0.7671937,0.28454688,1.0842477,JE-TMA-41
JE-TMA-41_scene01_cell3597,0.56745404,0.76158196,9.577191,0.9550896,2.116559,1.2680923,1.5705905,0.87316144,0.73578113,0.63628495,0.37328827,23.448446,0.11978462,90.479675,89.26251,0.5962439,26.77593,0.25891495,2.764181,0.2796482,0.52417755,1.015287,1.3626049,1.0551355,JE-TMA-41
JE-TMA-41_scene01_cell112,0.48499084,8.122581,14.4006405,1.0445362,2.277358,4.176562,1.5687349,0.9517033,5.315857,0.99350953,0.53125536,19.864521,0.20287248,0.876913,0.032788906,0.35780078,0.13817574,0.15156324,1.1665878,0.43156117,0.46527842,1.9872085,0.6267692,0.43786997,JE-TMA-41
JE-TMA-41_scene01_cell2293,0.47834828,7.4912467,8.980108,1.5782632,14.979225,11.618845,1.6074364,1.073273,1.2233382,3.054416,0.45844668,6.473755,0.24180268,0.83681196,0.026708683,0.35314035,0.055901185,0.13407063,0.5346002,0.6925463,0.8434757,0.82889503,0.34668908,0.56977487,JE-TMA-41
JE-TMA-41_scene01_cell856,0.5134143,0.79786456,53.354694,1.1203238,1.4208324,1.8700541,0.5530925,1.2315934,0.26258683,1.0154619,1.6915253,1.6717823,0.0,1.0876474,0.0068543367,0.3485406,0.09847868,0.11530728,0.5739164,0.588998,21.002653,0.7259221,4.7044144,0.7224028,JE-TMA-41
JE-TMA-41_scene01_cell1350,0.48405704,4.3159404,22.848703,1.0605559,1.8786188,1.8801371,1.6879371,0.98346466,0.7139631,0.58197975,0.71314627,2.1429906,0.12070197,1.0358807,0.08300422,0.35638565,0.06382175,0.1181702,0.5480657,0.3163641,0.27003643,0.7057204,0.46261477,0.59209484,JE-TMA-41
JE-TMA-41_scene01_cell874,0.53100324,3.326634,44.904755,1.1756965,4.9193525,5.8475165,1.5442945,1.16466,4.655811,1.0896465,8.391762,8.684487,0.008275323,0.8868194,0.011226637,0.36274138,0.12703933,0.11067107,0.9837298,0.2519782,0.33856627,0.7318875,0.715525,3.5572176,JE-TMA-41
JE-TMA-41_scene01_cell295,0.5118249,0.71780825,45.077053,1.0831244,2.2768383,1.6460077,0.7336417,1.1091701,0.6767958,0.96255463,1.0709891,0.89898294,0.019767666,1.0089334,0.004883454,0.3575467,0.0912929,0.113488816,0.77841043,0.3434876,20.639229,0.74585503,2.3853254,1.278433,JE-TMA-41
JE-TMA-41_scene01_cell2248,0.5335384,8.458503,11.470237,1.8742356,6.6892805,18.845787,2.4680595,1.2519813,5.143066,7.0717664,0.6516133,0.36974853,0.90842956,0.85967284,0.009913923,0.3675436,0.01630334,0.13718952,0.55809337,0.69795406,3.8113697,0.7855061,0.5664382,0.8126544,JE-TMA-41
JE-TMA-41_scene01_cell3434,0.65819633,4.6161056,16.573833,1.1045501,2.0727015,3.8461483,3.8172252,1.2199876,4.2740073,1.3504133,0.44864532,41.801777,0.16056061,89.911316,123.06894,0.38225725,25.155388,0.17460655,3.659161,1.3636103,1.3443037,1.204516,1.8635119,0.6182932,JE-TMA-41
JE-TMA-41_scene01_cell3498,0.59346205,14.430264,10.078663,1.8100196,5.2119384,12.947737,3.2310915,1.2702702,14.320778,1.3538079,0.7949247,11.134574,1.6874822,2.0613697,1.0314844,0.37410593,0.09285519,0.13460428,0.6303722,0.22144888,1.4556106,0.78832227,0.65308356,0.8155202,JE-TMA-41
JE-TMA-41_scene01_cell3014,1.3465263,8.075042,12.0565605,2.4591298,4.6643186,11.737424,3.3111045,2.585285,2.0701327,0.86859375,2.225975,18.94559,2.4874263,1.4485313,2.1545396,0.3643828,0.17067187,0.16624853,0.5761562,0.82948804,0.08096244,0.79440415,1.6575762,3.5867593,JE-TMA-41
JE-TMA-41_scene01_cell847,0.68206584,4.7014575,32.44351,1.0337168,3.1739533,2.1523368,2.1069083,1.1743584,1.8031151,1.1614505,0.6644746,7.727679,0.4963101,0.9694375,0.29826543,0.39432693,0.14324926,0.15437947,0.65927774,0.29969528,0.10306576,0.86113644,0.43334076,1.115731,JE-TMA-41
JE-TMA-41_scene01_cell509,0.5766209,0.47912893,33.079388,1.1665598,2.5645778,4.2887173,0.74081916,1.2227931,0.89214814,1.1726792,4.3815885,1.6235889,0.0020511968,0.83861756,0.060586825,0.3796863,0.10112728,0.12414615,0.8098878,0.24489349,12.394695,0.7587178,1.7591678,0.7118439,JE-TMA-41
JE-TMA-41_scene01_cell3006,2.5583239,8.840647,6.676685,2.7549267,5.5753675,15.974957,2.6336393,3.3164892,1.1106924,0.8629353,2.5828304,18.194736,1.8544875,1.148919,1.3984101,0.36237818,0.12475227,0.14166081,0.5711664,3.6559553,1.911037,0.8097116,4.951053,1.9705483,JE-TMA-41
JE-TMA-41_scene01_cell2759,0.44401845,3.263854,5.052154,1.3269035,1.0615213,5.573283,0.5507373,0.90540004,0.14126332,0.49542975,0.8605793,0.44827822,0.47826824,1.0361984,0.121060446,0.3449035,0.07649614,0.12067202,0.50571305,0.6564007,0.42119312,0.7341729,0.2702199,0.67475396,JE-TMA-41
JE-TMA-41_scene01_cell3574,1.0344926,8.837021,8.344423,1.746745,5.5495505,4.0799947,3.6630747,1.2545835,7.1221824,0.6080585,2.4523754,40.234222,8.597712,80.02737,78.91689,0.35082215,20.951746,0.3485229,6.5125446,1.4277501,0.92033535,1.0213103,1.3395149,10.1994295,JE-TMA-41
JE-TMA-41_scene01_cell204,1.0436709,2.977005,18.881784,1.239066,3.0384803,3.021951,1.2619033,1.0804486,2.6144326,0.715203,1.4706618,10.493494,3.0703459,1.9081962,3.0790164,0.3579368,0.40735278,0.16985421,1.2254136,0.82430553,0.2752546,0.72734445,1.0261816,3.95088,JE-TMA-41
JE-TMA-41_scene01_cell1366,0.54782873,3.5550559,19.846947,1.0721339,1.9407337,2.2712126,2.5916545,0.9329013,2.7157722,0.70322967,0.66611135,2.409862,0.03887571,1.0639231,0.020585692,0.35945323,0.062588386,0.11252775,0.54245096,0.3760655,0.1858361,0.7095442,0.5814381,0.7660742,JE-TMA-41
