"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0080462962962963,0.992305555555556,0
"2.5%",0.00416666666666667,0.984722222222222,0
"50%",0.00787037037037037,0.993055555555556,0
"97.5%",0.0118171296296296,0.997222222222222,0
