"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.025375,0.976513888888889,0
"2.5%",0.0198842592592593,0.9659375,0
"50%",0.025,0.976388888888889,0
"97.5%",0.032650462962963,0.986111111111111,0
