"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0423611111111111,0.889763888888889,0
"2.5%",0.0335532407407407,0.871493055555556,0
"50%",0.0425925925925926,0.889583333333333,0
"97.5%",0.05,0.911319444444444,0
