"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.002875,0.952972222222222,0
"2.5%",0.000925925925925926,0.938159722222222,0
"50%",0.00277777777777778,0.954166666666667,0
"97.5%",0.00487268518518518,0.965277777777778,0
