,CD20_Ring,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CD8_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,HER2_Ring,Ki67_Nuclei,LamAC_Nuclei,PCNA_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei
BM-Her2N75-15_scene017_cell04093,11.606854117590396,10.48288484920055,10.406718469718632,10.659395034803387,9.27190808895068,10.585428072990288,9.048486873992337,9.265585250329911,9.292136375011623,7.938807086949073,10.692866139064915,10.215044484846896,11.076818427193695,8.642071534833654,11.717684268349725,10.437955897831745,10.406894086613478,11.383825543019686,11.022770399495027,9.82976048171525
BM-Her2N75-15_scene017_cell04072,12.425857171294428,10.30720912057759,10.44521124292965,11.477420375617243,10.15076181801621,11.293356268897693,9.22382556611316,9.229748595572886,9.157881666377262,8.272519111313814,11.044820799987082,10.233676526997375,11.737894951126686,8.590507865568107,10.751323186139413,10.9686651898364,10.449088383053986,10.410141821733312,10.861729357258001,10.693121165437837
BM-Her2N75-15_scene017_cell01207,11.397580691258932,10.85492628022706,10.674078915559424,10.846882698168622,9.42633559554614,10.656865687856246,8.76047271629092,9.280519997482502,9.238049638229098,8.080493459985185,10.961200283844935,10.288632291688783,10.76138276743385,8.727395311175503,11.794362144240607,10.627921271493967,10.453068986363705,10.186105872187365,10.491582294819562,10.01564409327605
BM-Her2N75-15_scene017_cell02528,11.830783393132219,9.999420187315035,10.731752128124668,10.735652975965662,9.397106372982044,10.891024190149498,9.244190376196276,10.424062379183328,9.42598076606477,9.81315488556757,13.531475626647525,11.988155796903852,11.432783829908196,8.869404220370434,10.722671578000664,11.040695554375544,10.45252010705818,9.879702894916912,10.81730847296588,10.129566556606886
BM-Her2N75-15_scene017_cell03451,11.914546471003463,11.40723583481407,10.677796646467037,11.054956385975949,9.896944430295704,11.13266125495344,9.051870088712281,9.327828696327048,9.297605385437912,8.176888421932787,11.007713815019892,10.225365495041016,10.747560191144087,12.052525309196069,10.86599359327645,11.349439211191777,10.464155145046332,10.101595430024823,11.190833277326831,10.36781588367142
BM-Her2N75-15_scene017_cell00440,11.888446758003262,10.437576451043507,10.560159109720583,10.89429120083461,9.285567353074171,10.977005730368456,9.029753317966895,9.417551168662163,9.345290030438626,8.286452750504742,10.961933398521499,10.270575964386124,11.051045585042905,8.73795105427234,12.36680417396879,10.698352222326932,10.565423589582057,11.038237589384728,11.154127659150967,10.054505103893103
BM-Her2N75-15_scene017_cell05087,11.802031387441792,10.508659285991682,10.613823274112379,10.76731476666442,9.33754001353814,10.881014557013577,9.143714685805278,10.061836442842237,9.438286742211234,9.278442895549,11.938562648275786,11.12685756597969,10.922237919789824,8.78709517990171,11.389385788095113,10.766143509436445,10.544868954837291,10.104843035371937,11.605807763079254,10.161171513540195
BM-Her2N75-15_scene017_cell07124,11.611687475712356,11.321890974168765,11.986478637917253,11.456431271534921,10.59891056070703,11.91350082945187,9.100489236057705,9.31552924382725,9.267964090786847,8.607485362461809,11.039907244875621,10.30211899176698,10.425473476371069,8.542618693475376,10.681076327026727,10.825105441014204,10.745004994213334,10.804319441096801,10.578920639983403,10.151466113779977
BM-Her2N75-15_scene017_cell05046,12.890754694119586,10.86816960385148,10.527986519287735,11.938703115161104,9.679299638558199,12.140130605353809,9.657295544024509,9.322197804324665,9.23924151614641,8.640677528441746,11.95917025250172,10.25400905794564,11.51357999078224,8.770791251465285,11.330197825694233,11.809514191716186,10.86464913413145,10.724317072782622,11.216377961877065,11.343589018478953
BM-Her2N75-15_scene017_cell03222,11.552589384440262,10.884151514899214,10.528389261247982,10.623953566440514,9.27908554165897,10.59458401216301,9.068265395065186,10.729730029685012,9.397084314934114,10.190029554126093,12.548560286666198,12.212326095187494,11.348865868972627,8.714893146873182,10.723218059373979,10.632091131186977,10.327510716173707,9.719914211858448,10.774944225228452,9.903889662037079
BM-Her2N75-15_scene017_cell02328,11.6728532169677,10.628673364068312,10.437851356433805,10.7324565371132,10.03845139655232,10.809230991072843,8.800135121810706,9.41452188446384,9.064167090391807,8.462334950796727,10.802527999765351,10.377861223494774,11.268664270926383,8.548956654212343,11.053668941658032,10.59655214478133,10.299723174629456,10.284014344738006,10.979165332217178,10.057587882278764
BM-Her2N75-15_scene017_cell06206,11.822335249390886,10.098138234506159,10.503056300622372,10.659943159281779,9.167647447997968,10.786418950865198,8.999378746290201,9.84351587100457,9.124635535091489,9.306527244869033,11.191442423850102,11.20564875329679,12.238170358109503,8.5531250977896,11.6583238758166,10.68518574597233,10.436532450503387,9.959651448612554,10.384719933667384,9.871521185654235
