"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0368796296296296,0.956222222222222,0
"2.5%",0.0296064814814815,0.945104166666667,0
"50%",0.037037037037037,0.955555555555556,0
"97.5%",0.0435648148148148,0.969513888888889,0
