"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0337592592592593,0.993083333333333,0
"2.5%",0.0277777777777778,0.986770833333333,0
"50%",0.0337962962962963,0.993055555555556,0
"97.5%",0.039375,0.998611111111111,0
