"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00240123456790123,0.647092592592593,0
"2.5%",0.000617283950617284,0.607222222222222,0
"50%",0.00246913580246914,0.646296296296296,0
"97.5%",0.00493827160493827,0.68537037037037,0
