"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0207314814814815,0.957319444444445,0
"2.5%",0.0157407407407407,0.944444444444444,0
"50%",0.0208333333333333,0.958333333333333,0
"97.5%",0.0259722222222222,0.970833333333333,0
