,HER2_cellmem25,Vim_nucadj2,CD20_perinuc5,CD3_perinuc5,CD31_perinuc5,CD4_perinuc5,CD44_perinuc5,CD45_perinuc5,CD68_perinuc5,CD8_perinuc5,PD1_perinuc5,PDPN_perinuc5,aSMA_perinuc5,CK14_cytoplasm,CK17_cytoplasm,CK19_cytoplasm,CK5_cytoplasm,CK7_cytoplasm,Ecad_cytoplasm,DAPI2_nuclei,ER_nuclei,Ki67_nuclei,LamAC_nuclei,PCNA_nuclei,pHH3_nuclei,batch
JE-TMA-41_scene01_cell1608,-0.5357809,4.013193,0.34838498,0.13052343,3.7222717,2.856966,2.8236563,0.6478233,3.0231311,1.6401023,1.1032317,4.706192,3.324143,-0.10541565,0.73872936,-1.6348355,-1.0701358,-2.8386784,-0.8254778,1.1034603,-0.25221896,-3.124377,-0.48780993,-1.7220489,-1.8231422,JE-TMA-41
JE-TMA-41_scene01_cell204,-0.27988818,1.4563377,1.8263675,0.18764375,0.8383425,1.4177103,0.22665335,0.16454881,1.0784549,-0.24265487,1.1402562,3.0310638,2.4635286,0.45740622,2.8284993,-1.8397944,1.5654471,-2.4958162,-0.05236835,0.7275009,-0.49420142,-2.7315876,-0.92763686,-0.0079308795,1.4666361,JE-TMA-41
JE-TMA-41_scene01_cell2297,-1.5158224,3.7986076,-0.28646743,0.37483382,1.7037448,1.1120234,0.83517385,0.21982092,-2.6910183,-9.255781,-0.1303341,-2.1568465,-2.6459816,-1.3315872,-4.484294,-1.8995516,-5.2679224,-3.3602033,-1.1165936,0.52913094,-0.9985645,0.6740453,-0.9230554,-2.2014573,-4.1787944,JE-TMA-41
JE-TMA-41_scene01_cell1231,-1.3112497,1.3730953,2.5336027,0.3337314,1.4211906,2.5836325,1.3879826,0.33531183,-0.78609914,0.3914613,0.118637845,1.2451113,-3.4050436,-0.6814478,-3.44976,-1.7679169,-0.77819276,-2.9603682,-1.1250393,0.7157259,-2.7103527,-4.3980484,-0.8343904,-1.4321309,-1.3022729,JE-TMA-41
JE-TMA-41_scene01_cell3042,-1.4277673,4.1477365,0.10976612,0.6590278,1.8548402,4.799651,0.3972342,0.23601812,-0.22828546,2.9594612,0.51634437,6.5929117,2.0503645,-0.5957039,-3.7195728,-1.8080752,-0.7182205,-2.9601407,-1.1393626,0.6075945,-1.6407974,-2.990081,0.1230099,-1.8748533,-0.6486885,JE-TMA-41
JE-TMA-41_scene01_cell3099,-1.1024156,3.1668088,1.6927854,-0.005927338,1.7253717,1.5899668,1.9459374,0.49240106,0.9396227,0.37574667,0.20949773,4.4310226,0.849719,-0.35825664,1.5915173,-1.7988827,-0.33539316,-2.8048553,-1.1105196,0.904582,-2.274678,-3.5809877,-0.73831916,-1.0984565,-0.28629795,JE-TMA-41
JE-TMA-41_scene01_cell127,-1.0426455,1.7280042,1.895423,0.16580366,0.44918427,1.8998241,0.7223866,0.08448118,0.71066076,0.27669615,0.9123815,1.8087677,-3.6060314,-0.4804433,-2.7378943,-1.8566344,0.5383899,-2.9434652,-0.3102972,0.9355755,-0.67806745,-1.3027194,-0.79933524,-0.9661504,-0.79329795,JE-TMA-41
JE-TMA-41_scene01_cell2985,-1.4421864,0.8831242,0.75698483,0.8085029,0.6059826,3.1060781,0.5075295,0.4187202,1.1150035,-0.79850966,0.5822843,1.2795128,-0.5573197,0.8042714,3.0603752,-1.8738849,-0.6498234,-2.6658945,-1.2798617,0.011534662,-1.6112163,-3.3260753,-0.8059013,-2.1081755,-1.3846146,JE-TMA-41
JE-TMA-41_scene01_cell1592,-1.4322934,-0.9871351,2.613926,0.08108018,-0.17304865,0.5145139,-1.0611866,0.42440313,-0.87466115,0.5879182,-0.33098003,-2.4028978,-5.3469095,-0.55972797,-4.5111604,-1.845576,-0.73063636,-2.8071456,-1.1955311,0.9716873,-0.98524785,3.2344797,-0.81568503,2.0232542,-1.0865418,JE-TMA-41
JE-TMA-41_scene01_cell2304,-1.1460104,3.7862356,0.08609783,1.0744989,1.2572659,4.5975285,1.2274306,0.5466766,1.0289029,2.32578,0.25668934,-0.49060932,1.9742826,-0.6204837,-3.5242562,-1.813905,-2.1776037,-2.7410793,-1.1143181,1.5366335,-0.4411471,-3.3447144,-0.77140784,-1.6383101,-1.1903507,JE-TMA-41
JE-TMA-41_scene01_cell3355,-1.0725622,3.4487789,2.0578098,-0.007414116,2.5711153,2.0647688,2.069566,0.434843,3.3558185,0.5681085,0.42020252,4.3346863,1.3031553,0.21387689,1.5296139,-1.7707427,-1.1042044,-2.8438601,-0.97715205,0.95486355,-1.9537289,-4.4080744,-0.33033732,-1.4177986,-0.3974754,JE-TMA-41
JE-TMA-41_scene01_cell1292,-1.0812364,1.7538784,2.0047836,1.1146858,1.6104931,4.0084667,1.66871,0.58696645,-0.1990911,0.6986961,0.9966882,1.0933164,-1.2478548,-0.52148896,-2.0277286,-1.801738,-0.44160673,-2.884848,-1.1487296,0.7158117,-1.7832639,-4.482106,-0.89006686,-0.913437,-0.25973192,JE-TMA-41
JE-TMA-41_scene01_cell1784,-1.273613,2.7052705,-0.09729088,1.2574794,-0.043702282,4.2698107,1.583646,0.5293159,-0.15991989,2.136404,-0.9180328,1.8242196,0.036661085,-0.61714107,-2.9721842,-1.8252652,-2.313971,-2.7236538,-1.2021391,0.7710333,-1.3655074,-3.2567527,-0.8428743,-3.092532,-2.5066595,JE-TMA-41
JE-TMA-41_scene01_cell2440,-1.2669959,2.8055732,0.13571179,0.45491862,-0.37542358,2.769001,-0.8099272,-0.11231238,-2.1173713,0.503375,-0.5246679,0.35233578,1.5433916,-0.434295,-1.1684312,-1.899688,-0.9637139,-2.8466458,-1.3279402,0.5002899,-0.83779216,-3.495766,-1.0088737,-2.1207016,-0.32610527,JE-TMA-41
JE-TMA-41_scene01_cell2353,-0.9416237,3.1723735,-0.10932148,1.6946495,0.8195141,3.9572601,1.2391274,0.7579965,-0.3560249,1.7774485,0.690368,0.94289047,1.5724872,-0.52856237,-1.243388,-1.8521831,-1.0520141,-2.5405493,-1.2073033,1.1379194,-0.4998057,-3.3905032,-0.7769754,-1.3703266,-0.35192075,JE-TMA-41
JE-TMA-41_scene01_cell2415,-1.2652807,3.1050422,1.7671138,0.84296966,2.074219,3.5706244,1.1443617,0.5560054,0.38064513,1.6481398,2.1425593,3.0665834,2.1014848,-0.6165226,-2.9639175,-1.83019,-2.9711215,-2.5796533,-1.0337508,0.9963417,-0.38565755,-2.8023112,-0.7320287,-1.4572164,-0.80899304,JE-TMA-41
JE-TMA-41_scene01_cell3112,-1.2530994,2.8796585,2.275154,0.01660608,3.1621969,2.50945,1.3975337,0.43534464,2.282951,0.86708635,0.5574239,2.6181214,-3.9136498,-0.39641315,0.35003272,-1.7687895,-1.5838349,-2.9324522,-1.0567801,0.5073528,-2.9662077,-6.0342155,-0.88865066,-3.1504881,-2.0573137,JE-TMA-41
JE-TMA-41_scene01_cell512,-1.2567716,1.5368774,1.7400342,0.1281669,0.24448285,1.3441734,0.6003163,0.1091823,-0.46547952,0.22302239,-1.0590398,0.7980116,-1.2957093,-0.6055978,-1.710725,-1.880614,0.26592043,-2.6108437,-1.0254366,0.73337364,-1.3451631,1.6907012,-0.8527715,-0.69968045,-1.6480023,JE-TMA-41
JE-TMA-41_scene01_cell84,-1.1745467,-1.6466691,2.6467514,0.15530752,0.34920868,2.05093,-1.0967543,0.2862844,-1.126043,0.058746267,3.325103,-1.3740448,-5.436973,-0.79371625,-2.7412803,-1.7336648,-0.075371474,-2.9594398,-0.7130272,0.4567289,-2.3770292,3.4144351,-0.9190662,0.51843536,1.281587,JE-TMA-41
JE-TMA-41_scene01_cell2548,-1.466125,1.703655,-0.36319435,-0.054799333,-0.49958006,0.29813856,-1.6369936,-0.490099,-3.0248759,-1.0191804,-4.1895614,-1.7424804,-1.2915426,-0.6775363,-1.5181326,-1.8338215,-0.8594892,-2.579955,-1.3831713,0.37117097,-0.6891477,-3.5046318,-0.91311526,-3.138447,-0.8576624,JE-TMA-41
JE-TMA-41_scene01_cell1800,-1.0926466,2.0713632,1.2027856,0.35046744,1.2626847,1.2535639,0.16910006,0.08819765,-0.9231574,1.0919484,0.67966014,1.3019136,2.3300076,-0.26443464,-0.995957,-1.8760264,-0.63473725,-2.8601131,-1.209861,1.073101,-0.9827888,0.90641,-0.57185245,-0.95541584,-0.7822568,JE-TMA-41
