"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.021875,0.956180555555556,0
"2.5%",0.0164236111111111,0.943715277777778,0
"50%",0.0222222222222222,0.955555555555556,0
"97.5%",0.0270949074074074,0.968055555555556,0
