"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0440046296296296,0.956027777777778,0
"2.5%",0.0370138888888889,0.9409375,0
"50%",0.0439814814814815,0.956944444444444,0
"97.5%",0.0516319444444444,0.970173611111111,0
