"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0270185185185185,0.372092592592593,0
"2.5%",0.0191358024691358,0.338888888888889,0
"50%",0.0271604938271605,0.372222222222222,0
"97.5%",0.0345679012345679,0.405555555555556,0
