"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0205493827160494,0.942240740740741,0
"2.5%",0.0135802469135802,0.927777777777778,0
"50%",0.0209876543209877,0.942592592592593,0
"97.5%",0.0271604938271605,0.959351851851852,0
