"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0052037037037037,0.961444444444444,0
"2.5%",0.00277777777777778,0.946493055555556,0
"50%",0.00509259259259259,0.961111111111111,0
"97.5%",0.00811342592592592,0.977777777777778,0
