"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00259722222222222,0.989708333333333,0
"2.5%",0.000925925925925926,0.983333333333333,0
"50%",0.00231481481481481,0.988888888888889,0
"97.5%",0.00509259259259259,0.995173611111111,0
