,HER2_cellmem25,Vim_nucadj2,CD20_perinuc5,CD3_perinuc5,CD31_perinuc5,CD4_perinuc5,CD44_perinuc5,CD45_perinuc5,CD68_perinuc5,CD8_perinuc5,PD1_perinuc5,PDPN_perinuc5,aSMA_perinuc5,CK14_cytoplasm,CK17_cytoplasm,CK19_cytoplasm,CK5_cytoplasm,CK7_cytoplasm,Ecad_cytoplasm,ER_nuclei,Ki67_nuclei,LamAC_nuclei,PCNA_nuclei,pHH3_nuclei,batch
JE-TMA-41_scene01_cell2077,-1.5194143,-0.10160758,-0.19091366,0.15368763,3.4147255,3.0110023,-0.0017165533,-0.11108629,-0.18817495,5.901183,-0.5493976,-0.25349766,-0.42968664,-0.31548816,-0.15186214,-0.81840146,-0.24213137,-0.39958087,-0.21922107,-0.096098274,-0.3917299,-0.40182957,-0.5309583,-0.4609608,JE-TMA-41
JE-TMA-41_scene01_cell3182,-1.3260635,1.0794165,-0.23440255,0.69555795,0.16247061,15.347493,-0.08979139,0.13975252,0.116862334,5.5904236,0.10707093,0.026467258,-0.19444548,-0.29551515,-0.13664985,-0.8140009,-0.21159634,-0.39939713,-0.21452685,-0.07676796,-0.38254696,-0.36537948,-0.42944565,-0.22192182,JE-TMA-41
JE-TMA-41_scene01_cell2387,-1.4874511,0.62107736,-0.15274842,0.627802,0.24497649,1.6273761,-0.16663933,0.14363106,-0.013504173,2.1479957,-0.35589573,-0.18502165,-0.33522546,-0.2936867,-0.15029778,-0.82228196,-0.23625286,-0.39382207,-0.21721515,-0.07453559,-0.38741773,-0.2336472,-0.47817937,-0.3575167,JE-TMA-41
JE-TMA-41_scene01_cell2004,-1.6617066,0.23730926,-0.26218152,0.19829652,0.48410818,0.5476555,-0.07804793,0.0071644406,-0.40054062,-0.3300358,-0.5928202,-0.27575675,-0.4276551,-0.34063828,-0.152014,-0.82436526,-0.24290399,-0.4050686,-0.21644199,-0.0998913,-0.34500045,-0.34945542,-0.5300612,-0.46109012,JE-TMA-41
JE-TMA-41_scene01_cell2704,-1.4242473,0.09973504,1.1443808,-0.08147457,0.26598522,0.21701467,-0.107678175,0.33313587,0.5011711,0.039474506,-0.30434555,0.43826842,-0.37684384,-0.29705417,-0.1505112,-0.82162225,-0.23397173,-0.39262223,-0.21676588,-0.08310798,-0.38597083,-0.36241972,-0.48647505,-0.39679885,JE-TMA-41
JE-TMA-41_scene01_cell1970,-1.4791342,-0.17075305,1.8716216,0.0012091121,-0.034473773,-0.068866245,-0.3535765,0.3082303,-0.014978434,-0.14389937,-0.2730019,-0.24069092,-0.40102217,-0.2838412,-0.1502606,-0.8230568,-0.22953357,-0.39382416,-0.20813163,-0.08185803,1.0512124,-0.3639763,1.6366196,-0.3623015,JE-TMA-41
JE-TMA-41_scene01_cell365,-1.520067,-0.060073584,2.0509546,0.09204504,-0.20195442,1.1025114,-0.29197496,0.09618034,1.230942,-0.06999074,1.4126244,-0.15064418,-0.42927754,-0.29829863,-0.152014,-0.8232464,-0.22664545,-0.39949703,-0.17967987,-0.09123801,-0.25227743,-0.38230586,-0.27118132,0.03824814,JE-TMA-41
JE-TMA-41_scene01_cell1513,-1.8541611,0.091417596,0.05266319,0.08513871,0.3705559,3.970489,-0.014520465,0.10282817,-0.20717603,0.027002472,-0.31753585,-0.2846832,-0.42968664,-0.36336577,-0.152014,-0.8150478,-0.24298301,-0.41162753,-0.20320691,-0.10492163,-0.3948054,-0.37290636,-0.5310498,-0.46109012,JE-TMA-41
JE-TMA-41_scene01_cell788,-1.5119008,-0.19438384,2.6087465,-0.0057464517,-0.14517072,-0.095882945,-0.32171974,0.13946094,-0.3654387,-0.015645009,0.22209406,-0.01327226,-0.42966598,-0.2871031,-0.15194762,-0.8260893,-0.21729423,-0.39863962,-0.20498939,-0.07959065,0.3522967,-0.39061102,-0.03796354,-0.39248314,JE-TMA-41
JE-TMA-41_scene01_cell1438,-1.3807701,0.05232905,-0.27757674,-0.05771866,0.0056352653,0.3106621,-0.33748505,-0.10243193,-0.23038329,-0.2901339,-0.46564427,-0.2024944,-0.37273124,-0.29886737,-0.14101869,-0.8147184,-0.22077449,-0.39799377,-0.21568143,-0.08044379,-0.3435435,-0.3914651,-0.3871541,-0.068923034,JE-TMA-41
