"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0100972222222222,0.996305555555556,0
"2.5%",0.00601851851851852,0.991666666666667,0
"50%",0.0101851851851852,0.996527777777778,0
"97.5%",0.0138888888888889,1,0
