"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0235,0.899611111111111,0
"2.5%",0.0160493827160494,0.875925925925926,0
"50%",0.0234567901234568,0.899074074074074,0
"97.5%",0.030570987654321,0.918518518518519,0
