"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0463564814814815,0.675930555555556,0
"2.5%",0.0391087962962963,0.644305555555556,0
"50%",0.0460648148148148,0.674305555555556,0
"97.5%",0.0569675925925926,0.702847222222222,0
