"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.017625,0.998180555555556,0
"2.5%",0.012962962962963,0.995833333333333,0
"50%",0.0175925925925926,0.998611111111111,0
"97.5%",0.0236342592592593,1,0
