,HER2_cellmem25,Vim_nucadj2,CD20_perinuc5,CD3_perinuc5,CD31_perinuc5,CD4_perinuc5,CD44_perinuc5,CD45_perinuc5,CD68_perinuc5,CD8_perinuc5,PD1_perinuc5,PDPN_perinuc5,aSMA_perinuc5,CK14_cytoplasm,CK17_cytoplasm,CK19_cytoplasm,CK5_cytoplasm,CK7_cytoplasm,Ecad_cytoplasm,DAPI2_nuclei,ER_nuclei,Ki67_nuclei,LamAC_nuclei,PCNA_nuclei,pHH3_nuclei,batch
JE-TMA-41_scene01_cell2038,-1.2940074,1.9932629,0.9697802,0.24453163,1.8575463,2.2372591,0.992083,0.3045125,0.56606203,0.54542726,-0.44693488,-3.295267,-2.4661834,-0.6698726,-3.8574731,-1.9283981,-1.756948,-2.9377859,-1.1429789,0.886905,-1.0769364,-2.6840942,-0.8989489,-2.2187996,-1.3151524,JE-TMA-41
JE-TMA-41_scene01_cell1897,-1.3585879,4.0870624,0.68489194,0.2697611,5.6338267,1.8181401,0.422523,0.04423763,-0.8257536,0.38707823,0.9600833,1.3020926,4.179709,-0.2873028,-1.288838,-1.9174647,-0.5470009,-2.9430993,-1.2367861,0.98838454,-0.8155552,-2.4373,0.25561595,-0.7915264,-1.1936362,JE-TMA-41
JE-TMA-41_scene01_cell828,-1.4472677,-3.4633093,3.5097697,0.023801807,-0.18010661,0.46819037,-0.8559547,0.2808175,-2.1567645,0.40393442,1.0043491,-0.090682045,-5.249277,-0.68209726,-4.474857,-1.9203043,-0.00608969,-3.2079194,-1.1055386,0.8461955,-1.6711684,2.7388027,-0.9564812,1.184709,-1.6071494,JE-TMA-41
JE-TMA-41_scene01_cell2480,-1.1077996,2.8286662,0.028826935,1.6572027,1.3620825,4.112316,0.8350329,0.4793439,-0.84970087,0.42209238,0.6199077,1.963655,1.229395,-0.29542524,-0.11670889,-1.9116344,-0.3323059,-2.7840889,-1.2753956,0.77358085,-0.6761781,-3.6145594,-0.9433081,-2.4575129,-0.69558215,JE-TMA-41
JE-TMA-41_scene01_cell589,-1.0189196,1.6286198,2.7864916,-0.07666778,1.4246712,0.73102874,0.5743603,0.3025546,0.40735587,0.37608236,0.13804515,0.7909546,-4.2167997,-0.69710237,-3.0089288,-1.8052692,-0.5015402,-2.9982898,-0.92640615,0.7524045,-2.7446783,-4.1150346,-0.913872,-1.0780388,-0.63272214,JE-TMA-41
JE-TMA-41_scene01_cell815,-1.0229841,1.7938849,2.7863371,-0.14240742,1.3707228,0.2951395,0.9927954,0.43165827,-0.2471451,0.6524791,-0.28149384,2.1521053,-2.122418,-0.6797593,-1.9966255,-1.7402964,0.08608961,-2.8152192,-0.9424393,0.7916749,-1.8083364,-4.1265645,-0.8340857,-1.4667073,-1.0954149,JE-TMA-41
JE-TMA-41_scene01_cell2533,-1.237012,4.4877877,0.0103637995,1.4488935,2.1923394,3.4365847,1.3560958,0.47467947,2.137916,2.0105762,1.3200105,4.541267,4.2084107,0.43012112,3.3507316,-1.8997803,-0.677176,-1.9147514,-1.1324704,0.7785066,-0.30516115,1.2600172,-0.25467515,0.18421023,1.9516308,JE-TMA-41
JE-TMA-41_scene01_cell2360,-1.1990758,3.4189792,0.6568415,1.3763227,1.7760878,3.6733973,1.0369363,0.63701487,-0.37221804,1.5370387,-1.3144957,1.2123275,1.4541274,-0.50335914,-3.3753214,-1.900063,-2.6586916,-2.61014,-1.2685835,1.5866148,-0.7478596,-3.291694,-0.811888,-1.863752,-1.0583265,JE-TMA-41
JE-TMA-41_scene01_cell2849,-3.6115267,1.4979988,-0.35558203,0.5911522,0.07839348,2.9900067,0.037143193,0.11084606,-6.965895,-9.26006,-0.48388928,-5.1072984,-5.3969207,-3.128666,-4.474857,-1.9294062,-5.6514664,-4.542596,-1.322202,1.1040127,-5.166511,-7.642371,-0.9012482,-9.240009,-5.8194966,JE-TMA-41
JE-TMA-41_scene01_cell2872,-1.4976608,1.3934618,1.673013,-0.11010169,0.6622338,0.7839758,-0.013169802,0.27769804,-2.9967203,0.06925767,0.13454135,1.5157223,-4.4509606,-1.1931441,-4.258539,-1.7654963,-4.3177085,-2.9239948,-1.3322794,0.35960796,-3.612275,-2.9016545,-0.97873616,-5.969658,-3.2781231,JE-TMA-41
JE-TMA-41_scene01_cell2346,-1.2562581,2.3348432,0.8347924,0.47133255,0.56338644,2.8227818,0.25894877,0.21497871,0.25837383,0.05257123,-0.08984201,-1.3955836,-0.8921169,-0.6058844,-3.0726721,-1.9053559,-2.615244,-2.6506703,-1.2603276,1.4723923,-0.45612207,-2.0428832,-0.8479407,-1.9533826,-1.5050938,JE-TMA-41
JE-TMA-41_scene01_cell1921,-1.3884817,-0.26535025,2.720256,0.20223713,0.34001687,1.1979285,-0.9366904,0.5767617,0.5193806,0.5671815,0.6505912,-1.5640848,-3.9001272,-0.56735164,-4.0793157,-1.8852644,2.9151545,-2.8291218,-1.127084,1.492882,-0.922084,-0.16312818,-0.7135384,0.2315716,-1.8156807,JE-TMA-41
JE-TMA-41_scene01_cell3135,-0.86921805,3.6259189,0.77951264,0.47869873,3.2383246,2.4566262,1.5215468,0.5824971,1.3020979,1.2190236,1.3343042,4.9427104,1.1222988,-0.4671381,0.63509214,-1.8505411,-1.1529822,-2.938504,-1.0676777,0.87388545,-1.1944867,-3.7518747,-0.60340333,0.09442751,-0.22260977,JE-TMA-41
JE-TMA-41_scene01_cell2740,-1.0982524,2.7055602,2.4381135,0.013131145,0.9532943,0.7577173,0.4542651,0.5159621,-0.5894417,0.23748964,-0.710406,3.306477,-1.1279572,-0.745261,-3.9703844,-1.8998475,-2.9937184,-2.5365727,-1.2727177,1.1984046,-1.3910075,-3.4550216,-0.8723223,-2.546692,-2.4576595,JE-TMA-41
JE-TMA-41_scene01_cell599,-1.0928799,2.3922267,2.901563,0.009146694,1.1353636,1.319007,0.8594832,0.27667475,0.37325963,0.43091673,0.6131719,0.7466731,-3.1338863,-0.6469839,-4.2474465,-1.8258867,-0.88145447,-3.1177285,-0.6833241,0.7292083,-2.3868148,-3.8541996,-0.9050505,-1.0577255,-1.2847197,JE-TMA-41
