"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0651574074074074,0.917916666666667,0
"2.5%",0.0567013888888889,0.9,0
"50%",0.0645833333333333,0.918055555555556,0
"97.5%",0.0743171296296296,0.935451388888889,0
