"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0307824074074074,0.947277777777778,0
"2.5%",0.0247569444444444,0.933333333333333,0
"50%",0.0300925925925926,0.948611111111111,0
"97.5%",0.0377430555555556,0.960520833333333,0
