"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0179220779220779,0.991706864564007,0
"2.5%",0.0123685837971552,0.982328385899815,0
"50%",0.0179344465058751,0.992578849721707,0
"97.5%",0.0241496598639456,0.998144712430427,0
