"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0645972222222222,0.899555555555556,0
"2.5%",0.0541203703703704,0.881944444444444,0
"50%",0.0645833333333333,0.9,0
"97.5%",0.0752430555555555,0.916006944444444,0
