"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0119722222222222,0.952180555555556,0
"2.5%",0.00716435185185185,0.936041666666667,0
"50%",0.012037037037037,0.951388888888889,0
"97.5%",0.0164467592592593,0.966666666666667,0
