"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00946759259259259,0.995680555555556,0
"2.5%",0.00555555555555556,0.991666666666667,0
"50%",0.00925925925925926,0.995833333333333,0
"97.5%",0.0134490740740741,0.998611111111111,0
