"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00853086419753086,0.83587037037037,0
"2.5%",0.0046141975308642,0.803703703703704,0
"50%",0.00833333333333333,0.838888888888889,0
"97.5%",0.012962962962963,0.864814814814815,0
