"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0116435185185185,0.907138888888889,0
"2.5%",0.00762731481481481,0.887430555555556,0
"50%",0.0115740740740741,0.906944444444444,0
"97.5%",0.0157407407407407,0.927118055555556,0
