,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,Ki67_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell04093,0.08554506372211167,0.1658751602461815,0.13648177632105726,0.1036672247387104,0.06070090363293107,0.03402791848476276,0.06412803555345221,0.01394486670125211,0.012108858065940892,0.0940822395130148,0.00876461332613853,0.2949268349744915,0.25193550391327396,0.12415721696434864,0.1108537276308816,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04072,0.07575169316065451,0.17034755682551242,0.23961730171009799,0.1897282419623585,0.06852028745398228,0.033192154954034214,0.05843412867611329,0.01758844020145919,0.02418401225115624,0.09530426883103794,0.007325587166837119,0.3036108465453784,0.12929328660496694,0.11111233175889695,0.23999577909093953,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01207,0.11063298311398649,0.1995175036016345,0.15533661907061602,0.11533415738801465,0.049729620524220024,0.03438238407952694,0.06177071847075771,0.015389633805144604,0.02104299044974597,0.0990015282597461,0.011261539810332321,0.30444294159842056,0.11076923380493943,0.08604799546989132,0.13265249503399637,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02528,0.061208096506937024,0.2076166298513118,0.1438605755988382,0.11303059402581551,0.0694906491458383,0.07594340441702693,0.07035248522308503,0.05125099290704077,0.27905282816880456,0.3191535427831831,0.01575834033463125,0.3043280723474451,0.08962247276845377,0.10775887731862463,0.1474457249890946,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03451,0.1618668715169049,0.20003003230829422,0.1792852271376273,0.15946018965419576,0.0608430835477803,0.035529711412610264,0.06437131385504007,0.016456853759416266,0.022767692742137708,0.09475722780955975,0.3675809097022144,0.3067721812734186,0.10448631085580715,0.1393810747870522,0.18234289466221953,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00440,0.082904856140763,0.18442728563164137,0.16049887113904665,0.1046503129726331,0.059919555364801605,0.037811553339036956,0.06653167030886917,0.017759663032510947,0.02106974525021775,0.0977712615891289,0.011580815767641911,0.3288742423525058,0.19907758272899767,0.13590669209635806,0.13757022535305025,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05087,0.08708411926990173,0.19138956750733965,0.14703902109648484,0.1084758878060134,0.06483128649916961,0.05910056119054579,0.0709540159793322,0.035371655514188374,0.07201397699704697,0.17673085219297738,0.013098336208617901,0.32426546679094703,0.10472109467587037,0.18524629500680667,0.15175713980694697,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07124,0.15264326695466882,0.48947739611177654,0.2361990529834837,0.2572114257773858,0.06292307539891871,0.03522780363801217,0.06306366744923682,0.02219913960181985,0.02399437146635522,0.09993048970598763,0.006034342956765537,0.3719597063670097,0.16958823852908725,0.09140272533133109,0.15042330118427236,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05046,0.11164934882546579,0.18037420363710646,0.3280471813883174,0.13730403001770086,0.09237151468537944,0.035391174144253995,0.06182172604118979,0.02271700623031873,0.07350294222870254,0.09665587453933143,0.012589160187189422,0.4036660352843267,0.16051897067369852,0.14185037627622704,0.39960148812578083,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03222,0.11288821351383609,0.1804243910973748,0.13318128482476918,0.10418265813821606,0.06153677980687069,0.09381134002726642,0.06895980580115627,0.06654081074756163,0.1264075589165771,0.37164252281415944,0.01088639442414528,0.2792456935490191,0.08023854268885075,0.10465403541673851,0.11921624151753321,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02328,0.09462072304669987,0.16948327427963536,0.14354349808890118,0.1757022383005122,0.05111484577296803,0.03773217938085183,0.05476016524189946,0.020069295802599234,0.01556060486946638,0.10531115381323936,0.006202786225915857,0.27395287788745193,0.11851732073800926,0.12048277964391356,0.1379659478530572,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06206,0.06554086908866452,0.17729432925809516,0.13653345183793394,0.09645838040709444,0.05867378357884778,0.05080394264815071,0.05710353393139176,0.03606768479775305,0.030150374238976964,0.1865972296130154,0.0063139741517356015,0.30100079068723157,0.09471901932828312,0.07991825677211142,0.11551249858973697,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04899,0.31812630046288637,0.18180293252927537,0.1527037361796728,0.12329201640864841,0.06416453737836553,0.03502608209353248,0.06722562953699594,0.017087962029710267,0.029132555515032046,0.10007789866283355,0.009651291134376249,0.3186681258254768,0.11053298168330104,0.13980104694195242,0.21952239047627448,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07139,0.07437069522750728,0.20821260939165287,0.1552737651814614,0.12265033929322053,0.06853631817303539,0.07006722197687076,0.06660526202626377,0.0903451475821583,0.21019562166204203,0.3795032033591187,0.006965289846033559,0.30112260586633127,0.1223135419336952,0.13025469943858142,0.1561115681459688,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03029,0.11988685734588957,0.19770364545846875,0.18538235321423524,0.18363515674416517,0.05459213136732086,0.03581465674877604,0.058771366560731404,0.01605530014954643,0.027670524416386285,0.09679580356130954,0.009132151468979933,0.2824567184878192,0.09288228459897781,0.10151019023637017,0.17221905260010803,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03610,0.10677472634626826,0.20798660753739157,0.204287409278928,0.12496180455242373,0.09743754866347859,0.16305372756699935,0.0844919540537604,0.18525360869104088,0.38420396185415645,0.48881404111522286,0.0211594332615669,0.3420303422282545,0.10859184051640756,0.11390202271793336,0.18546525021841126,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06020,0.07565216485607289,0.1965215815910631,0.13006102949209983,0.11262123340075761,0.06588696178836256,0.07890057597764724,0.07567067507635278,0.06196258573417661,0.3209719364251469,0.2422095372908333,0.008945002082400597,0.3105778303904467,0.07368800319332952,0.09146266638632736,0.10138395832018907,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01750,0.0634136435511045,0.17832797582764334,0.1333981289415111,0.1061624736429638,0.06819011688902606,0.14102735690239013,0.06914932314849302,0.08024610989018398,0.2996822500016511,0.5474127901256389,0.011096566920437315,0.3073474429482183,0.08558705380696431,0.1033070393805093,0.16584277192823244,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05548,0.06752358780305391,0.20291800843595834,0.14260590569193018,0.09979994668138302,0.06098219216207817,0.10831324884704494,0.06636094399808368,0.11083678223415834,0.18137242823818522,0.33343633890751967,0.2714744356781252,0.30360114009212313,0.08200597798415446,0.09203916129907028,0.11534196186511718,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01235,0.07400407806101415,0.2784274364598841,0.12738819371912907,0.07799868094949557,0.05202051938471248,0.07593765333521302,0.061213656970116444,0.05235891485287043,0.1214583587798688,0.27800972423116077,0.0077639943310913095,0.34911270586552634,0.0632280210303899,0.0678117146483472,0.091290221060459,BM-Her2N75-15
BM-Her2N75-15_scene017_cell08103,0.09305477432443993,0.19277641520849223,0.18239335811376,0.14653801149378914,0.03673833325919616,0.03281042110236874,0.05700680348008915,0.012001406924188308,0.011677086284633724,0.09323953489600856,0.005569369469149095,0.3302069555763726,0.09969065882253492,0.09039401559661406,0.11278209768378167,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00658,0.05643246687941117,0.1783448311387332,0.13527780016132648,0.09633683791541271,0.06220064649154182,0.1425694066780944,0.06961235362940112,0.08329182853713518,0.060489372434093594,0.49848104300512364,0.015971849674184895,0.30051709063933707,0.07684153915277471,0.0858734353230698,0.11023603608912377,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00069,0.08757274402966501,0.20120853253428747,0.15596032575937396,0.11557280024047334,0.0613371776582127,0.03768061667025617,0.062394467308596734,0.021968035322810633,0.016452371549841922,0.11555184693971954,0.010620681003639878,0.3480592682777459,0.35135837988976976,0.11307339822025697,0.1481820246862449,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04367,0.1274945533633651,0.2602967775380219,0.151548172390639,0.1301682640374788,0.07449782420836844,0.13645559279604186,0.07547604273657581,0.08212482950120188,0.21872089096321928,0.2657472304072647,0.040157110032003285,0.32010941027273704,0.10780270175319917,0.12307218906741663,0.15386422567231592,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01439,0.07109328118848769,0.15115844002467727,0.12987627392070406,0.10279058754497905,0.058872434675690644,0.03165939400357745,0.05734045548961322,0.015113066867218888,0.01965348954542185,0.08795267265659462,0.010524154738820419,0.28705239946386163,0.08513370657810496,0.07995883288577663,0.15116850376408353,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01347,0.054639810437988,0.1703864919804934,0.12513062114193763,0.09358389659011458,0.055476491891856695,0.09723595291371134,0.06503221803039957,0.057094198902225855,0.146146872087148,0.3857222734475541,0.01136589715097826,0.2939396503620438,0.06967439109782311,0.07825884537979805,0.09338348915076743,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03418,0.16147960145975768,0.2494198229309546,0.1993167215028454,0.12642654299469122,0.06330373623862097,0.03739326764924992,0.06801904493188157,0.017835831205935522,0.025228555451979474,0.13018899095758993,0.016851801895137325,0.31040736035895855,0.1343220358004815,0.27060877916874526,0.1607348147705008,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02796,0.07157386184530445,0.19659208504627654,0.16546048939399546,0.10472261742690689,0.06794076117783607,0.11064075350576522,0.06729243699206901,0.08699824392905763,0.35302861187056167,0.35413980079174917,0.012752604322674733,0.3087631110794953,0.08877493236185123,0.1004147918092777,0.154234580681892,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04821,0.0834255091486993,0.20408857839521166,0.172994820853347,0.16983795356534828,0.05271030349907098,0.05638217580269542,0.05819852463854879,0.03035302406205839,0.039355509273340486,0.15554234481746182,0.006510485264488447,0.3108174495578801,0.09172037337999864,0.10782334919893455,0.11200209318313657,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05975,0.10136827022658196,0.19310210851656992,0.11480036166498749,0.08464528715691097,0.0487688414788684,0.03363348043685128,0.057048776792158196,0.015517095370950024,0.01714024454844881,0.09420344529029798,0.07675583869795098,0.28109375860628755,0.08509178579847804,0.09009399203041557,0.097497782658753,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04831,0.10984446161852172,0.16775475216469188,0.12829185810492721,0.10502979464952154,0.05526817273086938,0.04614358264431528,0.06682892662087962,0.02430984742499948,0.022648649606401738,0.17301563973739617,0.008143634142847573,0.3062622593697816,0.10392901544384964,0.13482153418854997,0.12876696278138589,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02524,0.09555814007074208,0.17828810084480917,0.1412805309082429,0.12353678270421599,0.06634144589702834,0.034163459423204756,0.06813753045575438,0.017062866478091066,0.02815997429880653,0.0897632258520324,0.01812487501860898,0.40703085001823214,0.11430296999673233,1.0,0.14974429525500021,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05332,0.07154066734859586,0.207208334134517,0.14745579568127706,0.10256158650463496,0.0664508215156577,0.15179289164256998,0.06652052015907513,0.16026348631947976,0.25438366925401923,0.3228657867442462,0.09163431595915862,0.3069586663680306,0.09535419519362683,0.10313053672569934,0.1177619612388627,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07787,0.4139192510494314,0.1793243000042018,0.1369161460355468,0.14179617025422345,0.044476428648633236,0.033970550678029406,0.05904142713413464,0.012702001385846765,0.01510335746743719,0.09589011304920403,0.005372119712270864,0.35897474034329185,0.10423432972542947,0.17714895151217064,0.11124212639480378,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04735,0.06737888062875054,0.18722325967439676,0.15352909237584997,0.10588523878432139,0.07505094843427519,0.1215686124532024,0.08814674538304218,0.14439568222293078,0.0892894109176074,0.26709435669321946,0.9233017376972183,0.33518405387579414,0.0910252662842577,0.114423315584056,0.13141064850799417,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05650,0.07665076512814785,0.15360356356186827,0.13083399738761908,0.10603199993971177,0.047101940105859205,0.03148698138339538,0.05642477320584488,0.01426202151709334,0.014431667428023674,0.09005511721518164,0.004287462754871035,0.2811068034761834,0.09834350054094627,0.10897084054573832,0.11325736503217709,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06291,0.061608530361538384,0.21242135334906953,0.15556653269671145,0.10631088790099309,0.06893370398933908,0.10902628561935275,0.06537175534459853,0.10590477907426948,0.1738335355659637,0.3820875683230513,0.00529282640572362,0.30960335915090165,0.10002641396691675,0.0997498746478897,0.11283799442637688,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00748,0.057156703129097035,0.18779740289387803,0.13935012085555815,0.09992011297945957,0.0650088306426957,0.1099048731927369,0.07062056767259417,0.06779052079885885,0.10922160379135493,0.4204812118650357,0.147460218138839,0.31474530484690316,0.08287253062354359,0.08755930659716257,0.1219590001747223,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01145,0.05973637620749269,0.18825598487138712,0.1277607402568197,0.09334543907398385,0.05782259283364862,0.1527085557638895,0.07137371884077924,0.1224575063639824,0.103342135889784,0.3299371262000021,0.015028348015420894,0.30744793164330964,0.0701527104375102,0.0848916223524804,0.09620402533645943,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02795,0.10415856439877721,0.18696160498920392,0.13649713443896214,0.08604653231848404,0.04388924360786335,0.03411262904742382,0.05484503374974701,0.014132711519511652,0.025567379704712893,0.08811800140810704,0.005457453444268204,0.27491427932142776,0.07154693194174616,0.0932647926103386,0.14712463144589857,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03804,0.1241213460292154,0.18930244791559867,0.22571119470881176,0.24724187107097434,0.06545124509462964,0.033802813618608665,0.06497487842130631,0.016464736511912076,0.027846654306227264,0.10010698689435296,0.00964382469829455,0.31695525627831983,0.12391216954629163,0.12058949927042563,0.19116895938022246,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01974,0.08489567898140395,0.22687785007086167,0.13086556212264844,0.10122143683543343,0.06184035401623757,0.06867647071845276,0.06363316835271653,0.04209531482168538,0.11020971626059482,0.3348440304215745,0.124587089293242,0.4540699478124343,0.11094352405635809,0.08795096314366882,0.12758706331157907,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05053,0.41681048269390386,0.2821211147932347,0.2770459843611446,0.13411083027288362,0.05358659020020394,0.03610688532368676,0.05735463467663245,0.01569923055333933,0.021804693870524826,0.08512851542175014,0.007792620094753457,0.38129295491784854,0.12940156409990658,0.0839411608918314,0.115827766216202,BM-Her2N75-15
