"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00724074074074074,0.991,0
"2.5%",0.00416666666666667,0.983993055555556,0
"50%",0.00740740740740741,0.991666666666667,0
"97.5%",0.0106481481481481,0.995833333333333,0
