"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00235185185185185,0.983018518518519,0
"2.5%",0,0.972222222222222,0
"50%",0.00216049382716049,0.983333333333333,0
"97.5%",0.00493827160493827,0.991712962962963,0
