,CK19_cytoplasm,HER2_cellmem25,Vim_nucadj2,CD20_perinuc5,CD3_perinuc5,CD31_perinuc5,CD4_perinuc5,CD44_perinuc5,CD45_perinuc5,CD68_perinuc5,CD8_perinuc5,PD1_perinuc5,PDPN_perinuc5,aSMA_perinuc5,CK14_cytoplasm,CK17_cytoplasm,CK5_cytoplasm,CK7_cytoplasm,Ecad_cytoplasm,Ki67_nuclei,LamAC_nuclei,PCNA_nuclei,pHH3_nuclei,ER_nuclei,batch
JE-TMA-41_scene01_cell2038,0.01861454491414726,0.01623111501571197,0.0064616411819172995,0.06823672673137923,0.026984769880170012,0.020325003009405377,0.0819312943786079,0.002902656056482662,0.02482619022646715,0.017411921154747254,0.0013613728984971484,0.012296111651242937,0.009820786959508125,0.015233645450829638,0.008222783396042413,0.011858849282728052,0.009971383736658746,0.006473044554974483,0.004073918844382556,0.018040519219829316,0.004388125490074362,0.010025849878458136,0.019016627414592844,0.009521874024380199,JE-TMA-41
JE-TMA-41_scene01_cell1897,0.018800177805141177,0.000710449685096306,0.08615863456258505,0.05123381536878459,0.032393389359306246,0.5406701980532825,0.0514826539063756,0.01170942937572611,0.012411691948217158,0.001589573573428642,0.0011419310602576328,0.019267196634395665,0.016678879400880947,0.02381914671004134,0.012230471164522496,0.01759911998492344,0.01570874191517789,0.01299081476074077,0.008121970815361108,0.0190990873636077,0.01465298126936901,0.0004350526877379157,0.011577986338729649,0.00219894108890917,JE-TMA-41
JE-TMA-41_scene01_cell828,0.0027050896737295196,0.004611024967586501,0.00927317397518353,0.5251874808579211,0.011610059351643151,0.004720944153767921,0.00749241070091067,0.016313954501721455,0.014618184655350829,0.011581996702772792,0.0012558592281128034,0.017916857580951108,0.019683529867377023,0.005729720092075852,0.008070109041504537,0.014255906490823783,0.01831087272872515,0.007367294272008877,0.005580891082035469,0.010726588539987387,0.008957212152182661,0.005060818215175296,0.010222560437788073,0.010066893987816688,JE-TMA-41
JE-TMA-41_scene01_cell2480,0.0040358854749877795,0.013027828593618012,0.014516079145276549,0.022776312971024813,0.536620681334852,0.01651728757890897,0.40416832662237434,0.00886882447701583,0.06901326047436424,0.009275078751739168,0.004593587965280619,0.015352680991567998,0.01701849985806228,0.004658125309964308,0.0074877463596798345,0.01137630263896231,0.0193693465951519,0.000220375710375067,0.002327687761682773,0.007137328550445936,0.015626172345177713,0.016779776438580578,0.005148917532264275,0.015322706909319098,JE-TMA-41
JE-TMA-41_scene01_cell589,0.008932407339739499,0.010473342514180787,0.014519188251638617,0.3076095261320039,0.002509209965720678,0.008399483957382893,0.010417408109484485,0.014336999768801567,0.024361037129970786,0.01959067715799703,0.0096919075425716,0.005033666339517449,0.01990413140512891,0.008811817297003331,0.0038936437710035657,0.0028062523820078455,0.011957469633465483,0.011282500911801462,0.01757592934616346,0.001491254761340508,0.019646239322060225,0.012183816505171441,0.019175158067287392,0.014081376267841594,JE-TMA-41
JE-TMA-41_scene01_cell815,0.01581781322811256,0.01750715346046141,0.00714057318987053,0.3075737483055537,0.004513114877058315,1.7923854173471643e-05,0.00012103024092129822,0.010291317842372503,0.05642531238967918,0.011923235060569653,0.026276494933987732,0.012312998869052601,0.01727896851932386,0.01490791163985175,0.001189918454565182,0.012897223381153842,0.007310813616981622,0.0016466057008174407,0.013873536468765138,0.0028477835749323587,0.007371590535021362,0.0039012598369059614,0.00015965309250596027,0.010252490301232691,JE-TMA-41
JE-TMA-41_scene01_cell2533,0.010714272874111242,0.014186747594301304,0.15622764841043726,0.022147828672356106,0.4268807639153852,0.031025342540123808,0.23848970253782764,0.00800121639020119,0.06776358039632063,0.04162418066885255,0.18303250746304547,0.0219921925931947,0.06735087456754554,0.02421978532757229,0.015452755220523345,0.018221772555343126,0.017666876768024642,0.008886956350402469,0.0019322395020267091,0.0008550748997474811,0.009276355459674337,0.0061061244532461265,0.013555145985053179,0.013948139323167675,JE-TMA-41
JE-TMA-41_scene01_cell2360,0.004877104040484466,0.006511702480299111,0.016055071380925427,0.04973418362312702,0.39222188437099836,0.01356166263478191,0.28796144973399124,0.009696806979326778,0.11372534097301162,0.018700468796872177,0.11111806280781669,0.004264047492489313,0.012648060439406597,0.002000020850461424,0.0191025189564059,0.005198159764312062,0.012338835337670766,5.5762282246869525e-05,0.007714260614410551,0.015117895470915344,0.014875862012737493,0.0029890129300409953,0.013519393640988553,0.005187757405050246,JE-TMA-41
JE-TMA-41_scene01_cell2849,0.014995816566079559,0.012295431424911527,0.013307499506245926,0.014119765914794523,0.11024685319466648,0.010305658986168243,0.16465941649298893,0.012326587675290613,0.014931184669062392,0.008117503055290605,0.007681941193773221,0.01720520287359913,0.009375284770734522,0.01599126254918852,0.018225667220343984,0.00297424419334142,0.0008624231067231958,0.01038550555352636,0.008467221563355583,0.0006518415243715703,0.008971271956526786,0.009712673668944984,0.016658419445353373,0.00972110954513196,JE-TMA-41
JE-TMA-41_scene01_cell2872,0.01115497732827907,0.0055101664273677865,0.009444617059372797,0.1278385242081633,0.0017856370920825903,0.006398926002138523,0.014536563422317721,0.012727536686922598,0.009372469733916752,0.00011763827478823209,7.593987077747722e-05,0.00714787426996713,0.015801961056839838,0.008076215596601216,0.019794479386737517,0.007795998294842761,0.00224436753788154,0.01627708079352519,0.007452158843370038,0.017395981706591068,0.01708939358177267,0.0010888042171269818,0.006639543925095324,0.017218225771687027,JE-TMA-41
JE-TMA-41_scene01_cell2346,0.009602450768445308,0.016280803013347795,0.0007552118445705003,0.05976135370381776,0.07917716458689023,0.0024974801732590415,0.14238725018394105,0.00641177144972729,0.00910037280434045,0.010425616452195455,0.018372180564308713,0.011203752428614664,0.0059347374791602885,0.007404186181686856,0.004512187031828203,0.003137053453224361,0.016402544556278407,0.011087280645999788,0.0014320307944883594,0.015007284111692248,0.007378969326599874,0.017515012067457765,0.01421983076687166,0.01029642611309663,JE-TMA-41
JE-TMA-41_scene01_cell1921,0.01501201526700458,0.008546280944536822,0.005757756276568527,0.29261036083157066,0.013901233437168122,0.006950934516016894,0.013623753009290685,0.00024050051327464183,0.09605947832190814,0.0032404044749363516,0.020520458354577525,0.00019107235925082123,0.011101935463291681,0.016413620773221532,0.017600033700746406,0.0038874326817064067,0.00495995940353432,0.014914067653835923,0.0025364663700716173,0.010352230888073044,0.008394489203308342,0.0034038734684912033,0.012862116008717471,0.009424520090830469,JE-TMA-41
JE-TMA-41_scene01_cell3135,0.0071467530367141955,0.017848760587082207,0.02628395039143333,0.05651304625140943,0.08101355787754017,0.0860390903697305,0.10176462308400559,0.0007883419260318503,0.09770959533223228,0.015910420541647628,0.07449956070464098,0.02250820601388961,0.08997159969053295,0.013877604128342975,0.01296013696200891,0.004218707587771835,0.010233467033797652,0.006236348490369892,0.00915964825209859,0.0012905208546607062,0.017350389684242507,0.002609727917770479,0.00762111164869258,0.015196938686761172,JE-TMA-41
JE-TMA-41_scene01_cell2740,0.0073776795383182206,0.01457966641624099,0.015813823100427952,0.2359000898223495,0.01612212383485295,0.002785521325397964,0.008239127747147235,0.005540036157665755,0.0789660544675096,0.008935210161471467,0.012267309698405662,0.017461072499565015,0.026802513676939654,0.012064044583665164,0.0004651534041628147,0.008789722448967434,0.0027027488759123865,0.009553093039209867,0.0011569207770537383,0.01888193012227151,0.008577630294694927,0.0043450158179522335,0.0007670405518374169,0.014582306923340624,JE-TMA-41
JE-TMA-41_scene01_cell599,0.0012409972875626753,0.00937949820872497,0.001877273835267157,0.3353624974540974,0.0029873388191214434,0.013596582828929164,0.025066182424119815,0.005409555260341992,0.00205902300883819,0.002241351628754047,0.019306748313142445,0.00804307278860955,0.001706699902997506,0.0032902467033186977,0.001865674702763498,0.007620846232679539,0.015616603686568285,0.003850760148259378,0.0113101711484404,0.01915406478753431,0.01442006282297445,0.011601901830187038,0.004958607075189585,0.007557933891808868,JE-TMA-41
JE-TMA-41_scene01_cell2239,0.014953861524730511,0.0016553995606461624,0.00967817875915007,0.035906965307864455,0.2480725016774986,0.004778890794571222,0.30185802225746156,0.005917851087669057,0.052492446615463595,0.0875434851175572,0.025313487853852526,0.0020311315907297622,0.005489823093579243,0.0029387662712825648,0.019691344702355645,0.006039319286560166,0.013262055819473704,0.0029869901730090387,0.005208316879890793,0.009583266992493693,0.0031310072299818616,0.010602087836718796,0.019125093702854822,0.00022389409780218417,JE-TMA-41
JE-TMA-41_scene01_cell2074,0.01865661205356087,0.01827261198216375,0.007951794568988434,0.036179070521257725,0.3094993256408085,0.006644377974805698,0.2176564322889632,0.004161899346924125,0.05431159658179496,0.017313258271137614,0.2185684195091587,0.007181129153167229,0.008400550595318761,0.005729677630112895,0.009919718113406575,0.010766721768793841,0.0037666015562351895,0.017823441627681225,0.008768192269152635,0.015615126243207527,0.00461521559428256,0.011444540289142944,0.0018053204952916536,0.01010484615082367,JE-TMA-41
JE-TMA-41_scene01_cell3231,0.017670918348719377,0.0012046535765375687,0.008760490439798903,0.07623477263540285,0.00632539779139566,0.017274577524010983,0.008813996489157951,0.0010902974105144803,0.01694515714364227,0.016167816731153917,0.008290227927314786,0.004538872510219707,0.007545909140298506,0.013605964582236467,0.06953947578184091,0.013111377098165644,0.24525325208336293,0.01538666412937127,0.01090373002634351,0.007877814722822776,0.007131983305775378,0.011501886945685703,0.014738129060760654,0.007056911768512906,JE-TMA-41
JE-TMA-41_scene01_cell82,0.008762071885346482,0.014113990110662418,0.012530965297579327,0.2764508212949626,0.017121977802214347,0.01710775783376384,0.00794194333788023,0.015532022660451205,0.0024284871800307564,0.01857015260108223,0.013730533769175591,0.009405368354745734,0.002842633640959844,0.018435720838079383,0.011587961135998406,0.0009953426042098679,0.01565765456911715,0.006630742157473646,0.01060484160705122,0.0011905427880683384,0.017433919689994394,0.003011692447246157,0.009055417834703688,0.01178179251237727,JE-TMA-41
JE-TMA-41_scene01_cell3427,0.01630913402786616,0.016902760131969983,0.013794809572996074,0.030458718853024338,0.05056011093279977,0.017683755323780775,0.1455473876516587,0.007767412301771386,0.002721054712244724,0.0035832319306272954,0.020862784357111017,0.019600866540547754,0.09872603418227043,0.01973168335891865,0.23007553878792625,0.36162439759741155,0.46598791072329365,0.0164615530083667,0.008614757450498039,0.017013720294782497,0.0024518677298282256,0.016984107294917603,0.0004377066883009273,0.006953722541937122,JE-TMA-41
JE-TMA-41_scene01_cell3546,0.01942172021093474,0.01940084321032112,0.006650039453346102,0.035655066389866666,0.017835591076919195,0.015434914695589648,0.040135238420023894,0.004865185950459694,0.015594890353669111,0.017843603115702864,0.02852548698615169,0.011690168394143986,0.171763665644877,0.016940120413472325,0.2422540303769363,0.3648036280507539,0.5118349832154172,0.013830502105242809,0.005938582043909453,0.0047515643240652475,0.013918593485208512,0.23763925324670732,0.01482558942266117,0.01360386972913695,JE-TMA-41
